Asset_ID,Bank,Asset_Category,Asset_Amount,Currency,Rating,Buffer_Amount,LCR_Compliance
AS000110,Deutsche Bank,Bonds,264960.5450767387,GBP,BBB,19282.463153789893,False
AS000111,Barclays,Cash,43103.321387238415,EUR,AAA,33910.00252543683,False
AS000112,Deutsche Bank,Bonds,96192.10339401843,CAD,AA,77833.01780221022,False
AS000113,Barclays,Cash,1129281.3439076762,GBP,BBB,122496.41843489127,False
AS000114,Deutsche Bank,Cash,54813.75099853836,USD,AAA,69773.86138321369,True
AS000115,Barclays,Cash,4485.100574170045,EUR,BBB,49627.95793290966,True
AS000116,HSBC,Cash,71424.08229444563,USD,AA,35921.405230174234,False
AS000117,Deutsche Bank,Bonds,57635.88067927528,GBP,BBB,17978.926698889212,False
AS000118,HSBC,Cash,274155.16544684843,CAD,AA,14837.93263161496,False
AS000119,Citigroup,Stocks,25974.86895456908,GBP,BBB,69318.39838537616,True
AS000120,HSBC,Bonds,81241.04339911032,CAD,BBB,94418.36269008029,True
AS000121,Barclays,Cash,47047.39312522849,CAD,AA,84081.6533560877,True
AS000122,HSBC,Bonds,8653.154958434481,GBP,BBB,13191.034492288654,True
AS000123,Deutsche Bank,Cash,65998.9941532354,CAD,A,12219.026065370173,False
AS000124,Deutsche Bank,Cash,48441.529547645216,CAD,AA,1762.1655652467227,False
AS000125,Deutsche Bank,Bonds,157685.89901207096,USD,AA,13681.726183170622,False
AS000126,Barclays,Cash,121338.8509828357,EUR,BB,20625.022531307688,False
AS000127,Citigroup,Bonds,101920.45709707173,EUR,BBB,4494.638110587198,False
AS000128,Citigroup,Cash,127866.79401996052,EUR,BBB,21573.884206075752,False
AS000129,HSBC,Cash,15154.243729879116,EUR,AA,1779.4238587190473,False
AS000130,Barclays,Stocks,58926.83415801782,EUR,BBB,14762.105314398621,False
AS000131,Deutsche Bank,Cash,307009.2113430374,USD,AA,21098.70762389797,False
AS000132,Deutsche Bank,Cash,84681.28385431212,GBP,AA,8847.557150335613,False
AS000133,Barclays,Cash,193491.14028912468,GBP,BB,13570.792509648167,False
AS000134,HSBC,Cash,39775.27776957895,GBP,A,13103.831398089429,False
AS000135,Barclays,Cash,196300.59876101164,USD,B,20173.638268895695,False
AS000136,Barclays,Stocks,55011.47837480354,EUR,D,5103.503504806827,False
AS000137,Barclays,Cash,49415.97996236502,CAD,BBB,20905.334239967284,False
AS000138,Citigroup,Bonds,21238.374588671337,EUR,AAA,59330.315044315816,True
AS000139,HSBC,Cash,101732.81739128436,GBP,BBB,23937.13090796214,False
AS000140,HSBC,Cash,172031.0743200335,EUR,AA,15851.461102787149,False
AS000141,Deutsche Bank,Bonds,19070.005660815204,USD,BBB,9722.47291976665,False
AS000142,Barclays,Bonds,11418.145015352715,GBP,BBB,19539.663864541097,True
AS000143,Citigroup,Stocks,176436.0232293388,CAD,AA,4402.910880847089,False
AS000144,Citigroup,Cash,166499.91272503286,USD,BB,15936.493822032682,False
AS000145,Deutsche Bank,Bonds,257579.5697316337,EUR,AAA,9533.196039047338,False
AS000146,Deutsche Bank,Cash,173806.40687514094,USD,BBB,28469.032332404237,False
AS000147,HSBC,Bonds,21623.981920281443,CAD,AA,31873.508404123564,True
AS000148,Barclays,Cash,126435.21597854047,CAD,A,7367.278845978443,False
AS000149,Deutsche Bank,Stocks,51099.358777610956,USD,A,165548.09735181983,True
AS000150,Citigroup,Cash,288577.9540657586,USD,BBB,36519.807858203116,False
AS000151,Deutsche Bank,Bonds,45359.316918034376,USD,AA,10985.25234290227,False
AS000152,Deutsche Bank,Cash,92663.80815898211,CAD,AAA,52109.02038713937,False
AS000153,Citigroup,Cash,61192.96123343933,GBP,B,12239.172358022244,False
AS000154,Citigroup,Cash,81758.22693781248,USD,A,49052.02379644366,False
AS000155,HSBC,Bonds,260229.59961383117,USD,BBB,26250.31216443959,False
AS000156,Barclays,Cash,59643.890996381604,CAD,AA,34239.35825324793,False
AS000157,Deutsche Bank,Bonds,43089.055826617776,GBP,BBB,4283.597453599444,False
AS000158,Citigroup,Stocks,183207.9111683348,USD,A,12623.96183150965,False
AS000159,Deutsche Bank,Bonds,208658.70422812647,USD,AAA,100800.04419607673,False
AS000160,Citigroup,Bonds,16916.32022623185,USD,A,5316.769886983104,False
AS000161,Barclays,Cash,58313.07166460465,CAD,BBB,23368.095731197187,False
AS000162,Deutsche Bank,Bonds,90177.08326134896,EUR,BBB,59725.13260166114,False
AS000163,HSBC,Cash,2395.5412793247174,CAD,BBB,6823.692196965533,True
AS000164,HSBC,Cash,67123.96509061733,GBP,A,32617.467327688948,False
AS000165,Citigroup,Bonds,12519.109115466577,GBP,A,36372.771661899445,True
AS000166,Barclays,Cash,61829.819224352956,EUR,AA,17711.870930269495,False
AS000167,HSBC,Cash,60306.42865446007,EUR,BBB,32635.32724951151,False
AS000168,HSBC,Bonds,15381.666234893111,EUR,AA,4474.056823505186,False
AS000169,Barclays,Bonds,20257.495690735814,CAD,BBB,47271.937449856836,True
AS000170,Citigroup,Cash,38693.2010698804,GBP,CCC,11477.64919293237,False
AS000171,Deutsche Bank,Cash,80997.69823361331,GBP,A,8754.328239166063,False
AS000172,Citigroup,Cash,43825.95937967416,CAD,BBB,5273.16974209408,False
AS000173,Barclays,Cash,12517.283024083383,USD,A,17915.471204007692,True
AS000174,Deutsche Bank,Cash,15600.269816008635,GBP,BB,121640.2580114316,True
AS000175,HSBC,Bonds,17789.654060709836,EUR,AA,29144.67054299041,True
AS000176,Barclays,Stocks,635156.3219294763,USD,BB,13890.904066655174,False
AS000177,Deutsche Bank,Stocks,169232.54237211097,EUR,AA,95177.21635546537,False
AS000178,Barclays,Cash,47574.640713292516,USD,BBB,27637.486304018686,False
AS000179,Barclays,Cash,18264.10594649461,CAD,BB,7782.530659405456,False
AS000180,Citigroup,Stocks,25336.490377871385,CAD,BBB,34097.87595976497,True
AS000181,HSBC,Cash,202384.83460461523,USD,CCC,526618.9236060609,True
AS000182,HSBC,Cash,56469.024090317296,USD,BBB,29459.380001639936,False
AS000183,Citigroup,Cash,266428.381976179,EUR,AA,19754.830892818183,False
AS000184,Deutsche Bank,Cash,254832.12632966094,USD,BBB,2671.400546700175,False
AS000185,Barclays,Stocks,93307.02045387687,GBP,B,34099.65669927544,False
AS000186,HSBC,Cash,71189.88048942997,CAD,B,22767.21710893652,False
AS000187,Deutsche Bank,Bonds,260995.33524643307,GBP,BBB,47316.064632007015,False
AS000188,Barclays,Cash,163646.8578334239,EUR,AA,7616.824460032547,False
AS000189,Barclays,Cash,9710.682893656034,CAD,BBB,37220.680525780954,True
AS000190,Citigroup,Bonds,56868.21543187131,CAD,BB,74258.83644096744,True
AS000191,Barclays,Cash,192125.84849834774,CAD,A,7868.807729254714,False
AS000192,Deutsche Bank,Stocks,65005.46853868259,GBP,B,21617.476369742053,False
AS000193,Deutsche Bank,Bonds,18882.830937323164,CAD,A,8824.576324498385,False
AS000194,Citigroup,Bonds,115575.91433808873,EUR,BB,15522.86670628566,False
AS000195,HSBC,Cash,690929.71605487,CAD,BB,49168.62033570593,False
AS000196,Citigroup,Cash,14219.861577645444,CAD,AA,12191.264144092187,False
AS000197,HSBC,Bonds,254550.6272424597,EUR,A,19008.660000368127,False
AS000198,Citigroup,Bonds,9992.675624355465,GBP,AAA,13825.381309985572,True
AS000199,HSBC,Cash,13748.030001637622,EUR,BBB,4130.032276797525,False
AS000200,HSBC,Stocks,12545.681687482424,USD,A,16180.795253700104,True
AS000201,Citigroup,Stocks,21994.90812939372,CAD,A,15043.915932309232,False
AS000202,Citigroup,Cash,13081.968836383507,USD,BBB,194528.8142739168,True
AS000203,Citigroup,Cash,55376.38361407876,EUR,AA,10137.907986223505,False
AS000204,Barclays,Bonds,360771.1194649659,EUR,BBB,5127.347670358785,False
AS000205,Barclays,Bonds,42902.65406771428,USD,A,53150.4099762393,True
AS000206,Citigroup,Stocks,6075.446502312543,GBP,AA,23924.830659279534,True
AS000207,Citigroup,Bonds,55152.11214281954,GBP,A,28811.924525336806,False
AS000208,Barclays,Cash,20167.435583684626,GBP,A,35697.55767640441,True
AS000209,Deutsche Bank,Cash,26537.760966658814,USD,B,7838.596910093414,False
AS000210,Deutsche Bank,Cash,156412.7659384015,EUR,AA,11896.480667599712,False
AS000211,Citigroup,Stocks,14195.101651530238,CAD,BBB,14939.771364861002,True
AS000212,Deutsche Bank,Cash,110126.15732095919,EUR,D,4013.904749462238,False
AS000213,Barclays,Cash,197731.8658764732,EUR,D,22429.338717997925,False
AS000214,Citigroup,Bonds,446330.8467109643,EUR,AA,4196.137394226836,False
AS000215,Barclays,Cash,27510.014536086936,CAD,BBB,40163.24387059368,True
AS000216,HSBC,Cash,73358.12745514241,EUR,AA,27006.4745184434,False
AS000217,Citigroup,Cash,104223.13297847746,CAD,BBB,15824.56060319998,False
AS000218,HSBC,Cash,35939.11861051315,USD,BBB,36974.93374611279,True
AS000219,Barclays,Cash,54970.21570557115,USD,B,7899.177250869105,False
AS000220,Deutsche Bank,Cash,47863.732769738985,USD,BB,11290.26203602906,False
AS000221,HSBC,Bonds,34124.43088414954,EUR,A,54260.87109663061,True
AS000222,HSBC,Stocks,50807.290889010656,CAD,BB,12383.47565884062,False
AS000223,Barclays,Bonds,525225.6937768114,USD,A,34118.87496488796,False
AS000224,Citigroup,Bonds,28123.953194153706,EUR,AA,32258.50695563745,True
AS000225,Citigroup,Cash,28388.526528815797,USD,CCC,82243.04627304409,True
AS000226,Barclays,Cash,157425.13843657926,USD,BBB,36398.746139285446,False
AS000227,Barclays,Bonds,28357.870410261152,USD,A,65794.26783722153,True
AS000228,Deutsche Bank,Cash,5199.478911770635,USD,B,442073.671712396,True
AS000229,Barclays,Bonds,364071.23189647467,CAD,CCC,6613.867918770817,False
AS000230,HSBC,Cash,151944.9323542887,GBP,BBB,3249.777898032621,False
AS000231,Barclays,Bonds,100931.28227739873,USD,A,17074.82072236468,False
AS000232,Barclays,Cash,83607.71983932899,EUR,BBB,24611.735799215236,False
AS000233,Barclays,Cash,94138.64158037008,USD,A,33616.29171706717,False
AS000234,HSBC,Bonds,641362.7403627847,GBP,BBB,63038.675489640365,False
AS000235,HSBC,Cash,72512.59445495678,GBP,A,28804.882095932237,False
AS000236,Barclays,Cash,345418.07500789466,CAD,AA,27107.22641262414,False
AS000237,HSBC,Cash,29105.734620504463,GBP,A,14713.164803028103,False
AS000238,Citigroup,Stocks,77631.64761720688,USD,BB,13458.028505277633,False
AS000239,HSBC,Stocks,1072822.2653191371,USD,AA,11577.22356801305,False
AS000240,HSBC,Cash,97627.47902943192,EUR,AA,7011.531406283317,False
AS000241,Citigroup,Cash,93109.8462619275,USD,AA,42646.61601429476,False
AS000242,Barclays,Cash,38736.86633909733,USD,AA,21809.93175128516,False
AS000243,Deutsche Bank,Cash,253240.97436003617,EUR,BBB,63162.265004137094,False
AS000244,Citigroup,Bonds,36325.549303495165,CAD,BB,49179.707966135014,True
AS000245,Deutsche Bank,Cash,65095.14051929908,CAD,AAA,75625.77971000805,True
AS000246,Barclays,Stocks,40911.240231354874,CAD,AAA,27719.876031625456,False
AS000247,HSBC,Cash,68770.05608824965,CAD,A,32640.80721258194,False
AS000248,Barclays,Stocks,27381.829770273005,CAD,A,19093.126636720404,False
AS000249,Citigroup,Bonds,318976.031781122,USD,BB,38773.546580632596,False
AS000250,Deutsche Bank,Bonds,15858.660167027696,EUR,AA,23781.541250008682,True
AS000251,HSBC,Cash,11625.850580926,USD,B,16052.16734345122,True
AS000252,Citigroup,Cash,89099.43998613492,CAD,AAA,14621.0623282157,False
AS000253,HSBC,Cash,17874.560666248486,USD,CCC,7749.106256243544,False
AS000254,Citigroup,Cash,283532.4370165947,GBP,AAA,61590.36889071196,False
AS000255,Deutsche Bank,Stocks,73348.932920384,EUR,A,7441.610592929154,False
AS000256,Citigroup,Cash,44055.2221794875,EUR,AA,14780.044512090075,False
AS000257,Barclays,Stocks,53525.708275546414,CAD,BB,103237.45590883134,True
AS000258,HSBC,Cash,46702.458444424214,CAD,AA,2542.1107159383696,False
AS000259,HSBC,Cash,34469.952687570156,EUR,BBB,18179.386434258406,False
AS000260,HSBC,Cash,32271.753785462395,USD,BBB,53434.96730513486,True
AS000261,Deutsche Bank,Bonds,167511.8594499425,EUR,A,16309.842629850506,False
AS000262,Citigroup,Stocks,157702.6479294979,USD,AA,19047.949892415378,False
AS000263,Barclays,Bonds,71485.4014405254,USD,AAA,117975.66349959731,True
AS000264,Barclays,Stocks,18235.759480264496,CAD,A,27912.028012501276,True
AS000265,Deutsche Bank,Stocks,48818.302401567744,EUR,A,32003.97105872325,False
AS000266,Barclays,Cash,31991.63450465005,USD,A,23133.375348636677,False
AS000267,Citigroup,Cash,355873.99950370716,CAD,BBB,29530.542384309283,False
AS000268,Barclays,Cash,20265.898367186746,GBP,AA,6601.604142742072,False
AS000269,HSBC,Stocks,15135.628117645305,CAD,BBB,50094.97546268763,True
AS000270,Barclays,Cash,21448.538090571907,EUR,BBB,54931.34303541525,True
AS000271,Citigroup,Bonds,228235.59798415785,USD,BBB,122937.78498179482,False
AS000272,Barclays,Stocks,34503.52154848845,USD,A,25154.22433110607,False
AS000273,Barclays,Bonds,122585.90526563927,USD,AAA,47672.14861578034,False
AS000274,Citigroup,Cash,14239.283275479016,USD,BBB,17694.619135192526,True
AS000275,HSBC,Cash,42614.46841137737,EUR,B,98297.67722741848,True
AS000276,Barclays,Cash,78100.89651491825,GBP,BBB,70116.63132820328,False
AS000277,Barclays,Stocks,80962.18955369778,GBP,B,4067.7499612071024,False
AS000278,Barclays,Bonds,40739.08529565485,GBP,BB,4175.870972357193,False
AS000279,Citigroup,Cash,250070.9335569432,USD,BBB,18300.454575251915,False
AS000280,Citigroup,Cash,70269.48537300446,GBP,CCC,112679.78547313267,True
AS000281,Deutsche Bank,Cash,21817.095134769585,CAD,A,7405.55378054542,False
AS000282,Citigroup,Cash,50128.348944996455,GBP,BBB,15071.196602885218,False
AS000283,Barclays,Cash,87116.73703655029,USD,BB,22522.475684410685,False
AS000284,Citigroup,Bonds,61237.65444136107,GBP,AAA,20045.87282867431,False
AS000285,Barclays,Cash,202311.12032871737,CAD,A,36963.02962495597,False
AS000286,Deutsche Bank,Cash,99563.34206169618,GBP,BBB,9596.21043844468,False
AS000287,Citigroup,Stocks,90053.2160282263,CAD,BBB,44070.70424030132,False
AS000288,HSBC,Stocks,108554.26030645875,EUR,B,103485.75403365065,False
AS000289,Barclays,Stocks,38616.66473864492,CAD,BBB,14130.682410724678,False
AS000290,Deutsche Bank,Bonds,276219.4770493223,GBP,A,193055.2399559724,False
AS000291,Citigroup,Bonds,43331.14393075676,CAD,BBB,11649.603551175165,False
AS000292,HSBC,Bonds,97202.430994154,GBP,A,30759.783796306747,False
AS000293,Barclays,Stocks,31290.130653692493,EUR,A,22791.272799412785,False
AS000294,HSBC,Cash,40517.0017113892,CAD,AA,71759.76115935492,True
AS000295,Deutsche Bank,Stocks,20243.462584532263,USD,B,10548.449567744312,False
AS000296,Citigroup,Cash,2902.7681323473457,USD,BBB,9422.555934911947,True
AS000297,HSBC,Cash,3443.8765118938627,GBP,A,6456.929583022359,True
AS000298,HSBC,Bonds,79793.75720586257,EUR,AA,14604.51121495109,False
AS000299,Barclays,Bonds,186487.0996501253,USD,AAA,58753.745191244285,False
AS000300,Citigroup,Bonds,200224.8306329228,GBP,BB,18073.318197136185,False
AS000301,Citigroup,Stocks,6890.093783176398,GBP,BBB,52413.3418468746,True
AS000302,HSBC,Cash,10973.432944849908,GBP,AA,17699.41034691805,True
AS000303,Deutsche Bank,Cash,204171.6236137181,EUR,BBB,273609.79246458213,True
AS000304,Citigroup,Cash,139206.73054668325,CAD,AA,7585.698677575017,False
AS000305,Deutsche Bank,Stocks,86840.93679824148,USD,A,15902.583069820499,False
AS000306,Deutsche Bank,Bonds,69145.47589405706,USD,D,9294.259114515515,False
AS000307,Barclays,Cash,128740.32576812986,USD,BB,4925.582156868509,False
AS000308,Deutsche Bank,Bonds,128079.0060998549,CAD,A,7229.205564143598,False
AS000309,Deutsche Bank,Cash,26532.845380378592,EUR,A,8980.825638706281,False
AS000310,Citigroup,Cash,53110.16923146051,CAD,AA,16736.52910495033,False
AS000311,Citigroup,Cash,123015.8727452072,CAD,BBB,10296.254181007032,False
AS000312,HSBC,Cash,79180.44707953384,CAD,BB,5280.217318461734,False
AS000313,Citigroup,Cash,184544.3887530548,GBP,B,1682.1763160298506,False
AS000314,Citigroup,Cash,22463.694931570335,GBP,BBB,53690.9192632066,True
AS000315,HSBC,Cash,24442.132547522106,USD,B,6417.189911704708,False
AS000316,Citigroup,Cash,43496.605069671576,GBP,AAA,6967.95193686648,False
AS000317,Deutsche Bank,Bonds,145907.06022157473,EUR,BBB,156761.86288598028,True
AS000318,HSBC,Cash,30868.43976218105,USD,AA,8114.67887156398,False
AS000319,Deutsche Bank,Cash,43165.23016720034,USD,AA,50622.46494109684,True
AS000320,Citigroup,Cash,59570.78016522769,CAD,BB,67079.92509221369,True
AS000321,HSBC,Stocks,112318.29284529667,EUR,BBB,47189.47056298552,False
AS000322,HSBC,Bonds,49362.883089066745,GBP,BBB,21579.090946307428,False
AS000323,Citigroup,Cash,154137.60021332593,USD,AA,16105.326079170542,False
AS000324,HSBC,Cash,13318.568676095614,CAD,BBB,14494.64196905116,True
AS000325,Barclays,Bonds,62431.42295493502,CAD,AA,14142.839135603006,False
AS000326,Citigroup,Cash,27683.060269331047,GBP,BBB,5399.571441851182,False
AS000327,Citigroup,Cash,118618.87407198719,GBP,BBB,26344.674390342192,False
AS000328,Citigroup,Cash,33742.77213758303,EUR,BB,55713.25027437432,True
AS000329,HSBC,Stocks,34960.61672533878,CAD,A,77834.36101354464,True
AS000330,Citigroup,Cash,100583.7982710256,USD,A,5067.011311107017,False
AS000331,Deutsche Bank,Cash,34569.592204913846,USD,AA,221070.17199794532,True
AS000332,HSBC,Stocks,5496.598734870454,EUR,A,8905.04751211867,True
AS000333,HSBC,Cash,815.8666597630163,USD,BB,52803.47912077653,True
AS000334,Citigroup,Cash,53886.6911867998,GBP,AA,15605.115705056452,False
AS000335,Citigroup,Stocks,86096.95923135642,EUR,AAA,9058.520829071967,False
AS000336,Citigroup,Bonds,226433.77928229474,EUR,BBB,20703.945699143555,False
AS000337,Barclays,Bonds,11334.079109148428,CAD,AA,39891.390279019986,True
AS000338,Barclays,Bonds,13151.091097698218,CAD,A,42591.149569461515,True
AS000339,Barclays,Cash,30831.266064708612,CAD,A,8000.0489452982765,False
AS000340,Citigroup,Cash,21853.094208457172,EUR,AAA,12430.013524412796,False
AS000341,Citigroup,Cash,15018.013850338315,USD,BBB,17994.4318399882,True
