Loan_ID,Bank,Client_Type,Loan_Amount,Balance,Rate,Term_Months,Start_Date,End_Date,Days_Overdue,Rating,Default_Prob,Loss_Given_Default,Status
LN000067,Deutsche Bank,Corporate,7626.923050684974,7501.919036614803,7.107022883618479,120,2023-01-23,2032-12-01,0,AA,0.07629401921199996,0.07162804897060279,Performing
LN000068,HSBC,Corporate,18947.53384017878,15080.919757371295,5.313746667812445,60,2022-06-30,2027-06-04,0,BBB,0.1142515209076089,0.250188279317497,Performing
LN000069,Deutsche Bank,Individual,137164.64509632956,128587.76290016138,3.387071716995356,60,2024-01-15,2028-12-19,0,CCC,0.023984941640223564,0.2334711209331081,Performing
LN000070,Citigroup,Corporate,95532.83272849607,94500.29955665629,3.8797787393301757,12,2022-01-27,2023-01-22,0,AAA,0.11406323825751208,0.40585295269012284,Performing
LN000071,Barclays,Corporate,15973.520799554119,14637.699444870366,3.453182479618448,12,2023-12-22,2024-12-16,0,AAA,0.019985667595010654,0.15544444673109178,Performing
LN000072,Barclays,Corporate,19928.82184345047,17265.212100971214,5.965625772384308,120,2023-04-17,2033-02-23,30,BB,0.012320496140292271,0.5589913281300822,Delinquent
LN000073,Barclays,Corporate,44398.98659479354,42760.295574428645,1.9330420973955058,120,2024-04-10,2034-02-17,0,AAA,0.06941555514250529,0.19560166875668356,Performing
LN000074,HSBC,Corporate,8576.31251916223,8414.541746370032,7.382181884725579,120,2024-12-25,2034-11-03,0,A,0.07794955013918571,0.3072819103752112,Performing
LN000075,Citigroup,Corporate,24370.74864931118,23582.81821817278,6.580616180427696,120,2024-10-23,2034-09-01,0,A,0.011787693549361202,0.2717762190283464,Performing
LN000076,Deutsche Bank,Corporate,61451.42872529661,51779.9885754284,2.063246305442482,12,2022-05-03,2023-04-28,0,A,0.08715162681094464,0.14517831496276792,Performing
LN000077,Citigroup,Corporate,8041.372500032437,7621.1831918176895,1.9087677772833738,120,2023-08-14,2033-06-22,0,AA,0.034181633500294586,0.5781254016411421,Performing
LN000078,Deutsche Bank,Individual,86142.52157408037,77490.46951352507,9.985650258504934,120,2024-10-10,2034-08-19,0,BB,0.013578078381929336,0.310486393337404,Performing
LN000079,HSBC,Corporate,20590.16175192754,19184.003846509015,5.758841875836239,36,2023-04-24,2026-04-08,0,A,0.048389447430137046,0.3252877077431387,Performing
LN000080,Barclays,Corporate,12877.597396348649,11784.07166989195,5.941395195749134,36,2024-09-17,2027-09-02,0,AA,0.12150961132496862,0.07195002944936117,Performing
LN000081,Deutsche Bank,Corporate,4190.7930868246585,3681.174066249743,9.732265073423823,36,2022-12-30,2025-12-14,30,BBB,0.05320357408727149,0.3912959375352706,Delinquent
LN000082,Citigroup,Individual,31978.322156682912,23168.407841417218,2.6051688940999576,60,2022-11-11,2027-10-16,0,AAA,0.0003456537670060412,0.24526076285584292,Performing
LN000083,Deutsche Bank,Corporate,30742.809435514,25818.336386062114,2.861083253907446,12,2024-07-01,2025-06-26,0,BB,0.010709408399670751,0.5165024256498373,Performing
LN000084,Deutsche Bank,Individual,6199.512322202124,6082.865310309422,4.255990584110198,120,2024-02-15,2033-12-24,30,BBB,0.10748057253546633,0.48472541910516775,Delinquent
LN000085,Barclays,Corporate,2139.878957590648,1589.1848399047967,4.3012442913194935,12,2024-08-02,2025-07-28,0,BB,0.03916053426902013,0.4811160025196653,Performing
LN000086,Citigroup,Individual,14424.23502991606,14348.199882951018,6.137444334277772,60,2022-04-01,2027-03-06,0,AAA,0.018894944272876624,0.3885152107316558,Performing
LN000087,Barclays,Corporate,4938.865751577747,4592.835864474575,6.802619941281188,12,2022-01-21,2023-01-16,0,BBB,0.03803142618294356,0.2913041083623332,Performing
LN000088,Barclays,Corporate,3139.883669657835,2975.3598901458417,9.815340016178016,120,2022-10-03,2032-08-11,0,CCC,0.021679843849542333,0.21986302594107268,Performing
LN000089,Deutsche Bank,Corporate,21458.067315947534,20979.544528529415,6.639177434421297,12,2024-07-23,2025-07-18,0,BB,0.062362779907477545,0.36847117297407705,Performing
LN000090,Barclays,Corporate,15966.973985184946,12568.305792081104,5.365775196574848,36,2023-01-31,2026-01-15,0,BBB,0.05944560056832567,0.36034673232227105,Performing
LN000091,HSBC,Corporate,9114.300330136088,6484.7067862777685,3.568015394728806,60,2022-02-14,2027-01-19,30,AAA,0.04237927302562459,0.3120052496358914,Delinquent
LN000092,Barclays,Individual,7776.468669446599,7722.566679966173,9.788618288375197,60,2023-06-12,2028-05-16,0,A,0.017378206955505283,0.10588752309942158,Performing
LN000093,Deutsche Bank,Corporate,29896.76693734957,26292.638774131625,6.457565099385572,36,2023-12-22,2026-12-06,0,BBB,0.0030346684765514462,0.3745444416672012,Performing
LN000094,HSBC,Corporate,25686.638040894763,18806.996752395375,1.81633626025409,12,2023-07-11,2024-07-05,0,AA,0.05195475216502114,0.1226363612764181,Performing
LN000095,Barclays,Corporate,73235.37317965437,51956.5136111493,4.638216420657729,36,2024-06-10,2027-05-26,0,BBB,0.051867306306997055,0.09482671967193089,Performing
LN000096,HSBC,Corporate,18528.47200861319,15062.391391977122,6.887662671172167,120,2024-05-10,2034-03-19,0,BB,0.00682337585720269,0.39625461920396565,Performing
LN000097,Deutsche Bank,Individual,2998.406058073217,2219.0050097846915,3.6176150969892062,36,2022-01-03,2024-12-18,0,A,0.08238237352322683,0.3398830513487747,Performing
LN000098,Citigroup,Individual,10873.00460304126,8767.084273923401,8.490558265860722,36,2022-08-11,2025-07-26,0,AA,0.002948108950425666,0.3488141279282161,Performing
LN000099,Citigroup,Corporate,8234.740883247945,6697.052920487109,4.27793261338408,12,2022-05-09,2023-05-04,0,A,0.09163208345162167,0.2893904308986874,Performing
LN000100,HSBC,Corporate,18463.488494462297,14501.026796638436,3.6886571925598606,60,2024-11-11,2029-10-16,0,BBB,0.008990354476581535,0.6008907051532932,Performing
LN000101,Citigroup,Corporate,5608.01472694858,5113.188832095293,5.670832345498367,36,2023-12-29,2026-12-13,0,AA,0.005007632397143654,0.12645496366935968,Performing
LN000102,Deutsche Bank,Corporate,5490.555780006293,3970.0708404648854,2.5407713358934987,36,2022-07-01,2025-06-15,0,BBB,0.009166719102726177,0.2709565177387061,Performing
LN000103,HSBC,Corporate,6201.926154522886,4853.586616216155,7.1420230724506375,12,2022-06-20,2023-06-15,0,AAA,0.008782848515125034,0.503289973571927,Performing
LN000104,HSBC,Corporate,15881.150863342029,13774.00862619458,5.543535439833285,120,2024-06-06,2034-04-15,0,BB,0.030462936922006325,0.658096169726953,Performing
LN000105,Barclays,Corporate,41327.94499101725,34875.44669352838,6.588279199474636,60,2022-01-18,2026-12-23,0,BBB,0.016782003963330763,0.1295758613088768,Performing
LN000106,Citigroup,Individual,14063.737576598285,13260.53078722117,5.808591477159933,60,2024-02-13,2029-01-17,0,BB,0.0502366076837701,0.3744407445270728,Performing
LN000107,HSBC,Individual,14940.500985778852,12270.174258464669,5.2659768068566795,120,2022-05-31,2032-04-08,0,BBB,0.018217397757185987,0.17785707633807812,Performing
LN000108,HSBC,Corporate,88230.24722621929,77010.61359761065,8.031117605359764,12,2024-04-08,2025-04-03,0,A,0.030235715812423763,0.47480364885157306,Performing
LN000109,Citigroup,Corporate,80514.03945180404,65849.80317556942,4.437801536541957,36,2022-03-01,2025-02-13,0,BB,0.021494155772907562,0.165084614709618,Performing
LN000110,Citigroup,Individual,19109.471444920848,18004.791112547337,6.804951805731842,12,2023-10-23,2024-10-17,0,AA,0.030869111354572557,0.46561684092648215,Performing
LN000111,Barclays,Individual,9408.148110493587,6962.150838869792,5.795187738414535,36,2023-06-22,2026-06-06,0,AA,0.026112892702582585,0.7233317448741594,Performing
LN000112,HSBC,Corporate,43436.59886430712,37552.17284816823,5.509287507993405,36,2024-08-26,2027-08-11,0,A,0.006205164401031983,0.5272496275883666,Performing
LN000113,Deutsche Bank,Corporate,22102.317321547675,20771.933207689508,4.7090877250761265,120,2022-03-09,2032-01-16,0,BBB,0.025273871947136817,0.16914887988193295,Performing
LN000114,Barclays,Individual,84102.44415330942,75529.60074487982,3.073357548527259,12,2023-11-17,2024-11-11,60,BBB,0.07379236128077003,0.23943523665322355,Delinquent
LN000115,Barclays,Corporate,29825.983329553805,27375.03588879553,5.764212833444693,12,2024-04-29,2025-04-24,0,AA,0.02683293750888903,0.12389193822582441,Performing
LN000116,Barclays,Individual,11183.573603880193,8106.393446384581,2.784535496139279,36,2023-12-15,2026-11-29,0,AA,0.03188658931305298,0.12332970110115972,Performing
LN000117,HSBC,Corporate,11394.826940489053,9528.029542359644,1.466394692944203,36,2022-02-18,2025-02-02,0,BB,0.01957057649339154,0.0892524277107489,Performing
LN000118,HSBC,Individual,52378.97604244941,41627.587581261505,5.771871076951791,36,2022-12-02,2025-11-16,0,AA,0.0476261613350996,0.6589990875289405,Performing
LN000119,Barclays,Corporate,14495.641720812151,13191.492192376214,2.0674786455549974,120,2024-05-08,2034-03-17,0,AA,0.0549062131629249,0.31318951757636876,Performing
LN000120,HSBC,Individual,9487.61154469246,8170.829926541292,8.018899935771902,12,2022-05-12,2023-05-07,0,BB,0.0027010137654783824,0.22818117919044245,Performing
LN000121,Deutsche Bank,Corporate,133346.00367907542,98011.30003103043,3.7872415597034377,60,2022-10-24,2027-09-28,30,BBB,0.026729402263262987,0.29634975743353936,Delinquent
LN000122,Barclays,Corporate,7090.431027234842,6554.927871509071,5.274062807192406,12,2024-02-02,2025-01-27,0,BBB,0.004788779621962316,0.08375620297717719,Performing
LN000123,Barclays,Corporate,5989.876537819387,5911.143683891681,3.8415992140377524,120,2023-04-27,2033-03-05,60,A,0.07020498769721449,0.22290452046123255,Delinquent
LN000124,Barclays,Corporate,34135.34016150196,25533.063214864243,5.410485045374864,60,2022-06-10,2027-05-15,30,AAA,0.010736892312297347,0.7452409573387346,Delinquent
LN000125,Barclays,Individual,13633.490234903891,12741.014275915295,6.578893381475381,36,2022-04-28,2025-04-12,0,AAA,0.01254072922904744,0.37673024982597486,Performing
LN000126,Citigroup,Individual,30717.539620831758,29192.865416123415,7.001707028549083,60,2024-11-28,2029-11-02,0,BBB,0.009152061786600323,0.04751881327649984,Performing
LN000127,Deutsche Bank,Individual,15862.29231787376,15385.85142779697,4.006313859163718,36,2024-03-04,2027-02-17,0,AA,0.04304646379588634,0.4213814571195514,Performing
LN000128,Deutsche Bank,Individual,25411.014307600202,24885.67801300558,3.7886608836674043,36,2023-09-20,2026-09-04,0,A,0.02264999250059839,0.3050805517611497,Performing
LN000129,HSBC,Individual,20856.84026249665,19048.296056420142,1.0,36,2022-10-27,2025-10-11,0,BBB,0.11361254966519517,0.39017971852673805,Performing
LN000130,Barclays,Corporate,12292.579507929142,11921.589611413152,7.956329445784226,60,2023-08-21,2028-07-25,0,A,0.019529954572383105,0.5987970279289987,Performing
LN000131,Deutsche Bank,Individual,46831.884813802535,43487.68973510389,4.01002903378625,36,2024-03-08,2027-02-21,30,BB,0.007794051140391527,0.2999878746658521,Delinquent
LN000132,Deutsche Bank,Corporate,16423.637737929414,11941.420791152497,5.430808370731645,36,2024-01-25,2027-01-09,0,BB,0.03411892952651735,0.4975386115009845,Performing
LN000133,Barclays,Corporate,24459.588230131827,19311.43583582921,6.996279638537832,36,2022-09-19,2025-09-03,30,AA,0.02554400478678594,0.25540200857036544,Delinquent
LN000134,HSBC,Individual,35327.885197065625,33554.935217302045,9.154357179572997,12,2024-12-31,2025-12-26,0,AAA,0.006683416777690405,0.31169979476439835,Performing
LN000135,Deutsche Bank,Corporate,11190.255498987683,10922.703418728155,2.408380701293878,60,2023-11-23,2028-10-27,0,AAA,0.053549445019267485,0.4153903923827577,Performing
LN000136,Citigroup,Corporate,21119.932853596747,19096.905965216432,3.865991550800815,36,2024-11-25,2027-11-10,0,A,0.11125060570639811,0.10656781646353622,Performing
LN000137,Deutsche Bank,Corporate,60725.17769630136,44204.96461500632,4.011171199221324,120,2022-09-02,2032-07-11,30,B,0.029246967907272242,0.08836668099146788,Delinquent
LN000138,Barclays,Corporate,20309.99416761526,15676.036424643418,1.8612845479395164,36,2022-12-08,2025-11-22,0,BB,0.02490144659632171,0.5675204591184184,Performing
LN000139,Deutsche Bank,Corporate,35107.63495025253,28271.377399755173,5.055513638365197,36,2024-03-04,2027-02-17,0,BB,0.013750757366193987,0.1722060346855241,Performing
LN000140,HSBC,Individual,18386.79733627168,14927.394446789413,4.373408726374904,36,2024-06-04,2027-05-20,0,BB,0.004357066213733421,0.24306705951560773,Performing
LN000141,HSBC,Corporate,34057.83628054043,29457.565660879773,4.483857488760776,36,2022-05-09,2025-04-23,0,BBB,0.017209273940603047,0.03957924347812256,Performing
LN000142,Deutsche Bank,Individual,12927.925787649436,10430.727709135763,3.4063296713241984,120,2022-10-06,2032-08-14,0,BBB,0.09140393692307201,0.15499679587864001,Performing
LN000143,Deutsche Bank,Individual,22575.601205863823,21244.789369871385,5.164262229278696,60,2024-07-22,2029-06-26,0,AA,0.021711896761004264,0.6504520550447654,Performing
LN000144,Barclays,Individual,55126.77625665814,53549.64736061401,5.566077647709911,120,2022-02-14,2031-12-24,30,BBB,0.017236987016891647,0.20343618227480173,Delinquent
LN000145,Citigroup,Corporate,84061.88236280589,62894.931293653404,5.381175217005061,12,2023-12-18,2024-12-12,60,BBB,0.056907432397970435,0.1567187128502192,Delinquent
LN000146,Barclays,Individual,18575.955542628002,17218.721735134855,4.0188237735865044,60,2024-07-10,2029-06-14,0,BB,0.07692232332760332,0.23152044449337475,Performing
LN000147,HSBC,Corporate,20571.684618849715,16021.403581546616,6.364125183179185,36,2024-07-12,2027-06-27,60,AA,0.10571240779043065,0.34175381385125747,Delinquent
LN000148,Barclays,Corporate,20229.769253443348,18989.302092315007,5.92757530276905,12,2023-09-15,2024-09-09,0,BB,0.03542482380731236,0.20447063142095057,Performing
LN000149,HSBC,Corporate,47171.14831128054,42995.82212446122,3.9053002282092324,36,2024-05-28,2027-05-13,0,AA,0.007355574059126179,0.6483652052226403,Performing
LN000150,Citigroup,Individual,3299.610641279071,2677.914500147291,4.463443375925698,36,2022-02-28,2025-02-12,30,BBB,0.010912478860048081,0.43873752351104195,Delinquent
LN000151,HSBC,Individual,77048.4960274676,67480.43998274916,4.183657653032962,60,2022-11-21,2027-10-26,0,AA,0.02122506358849911,0.0792058506210382,Performing
LN000152,Citigroup,Corporate,6460.127973248943,5709.021390452629,2.698687530810186,60,2024-12-04,2029-11-08,0,AAA,0.06935184167169338,0.03540189863207542,Performing
LN000153,HSBC,Corporate,13860.960719768578,10367.15280753591,4.3068756991932675,36,2023-10-30,2026-10-14,0,AAA,0.12361534543791587,0.5129949320819822,Performing
LN000154,Deutsche Bank,Corporate,57547.299237065024,56544.62241950758,3.0874964265371325,120,2024-11-25,2034-10-04,0,BB,0.007422294018832723,0.051079442932805676,Performing
LN000155,Deutsche Bank,Corporate,21772.428380710622,21405.80970310166,5.1390407604590544,120,2024-11-20,2034-09-29,0,A,0.0579976842914075,0.36058081480665355,Performing
LN000156,Barclays,Individual,23026.99904470799,18522.25923297214,5.023609182234807,120,2022-10-10,2032-08-18,0,BBB,0.06105369643196757,0.5503750257357227,Performing
LN000157,Barclays,Corporate,26095.42625314806,19051.56427489048,2.823621997977671,60,2023-12-05,2028-11-08,0,BB,0.08996532250212672,0.27522733183859627,Performing
LN000158,Citigroup,Individual,29313.987731510053,28236.681690457248,6.024236516258363,12,2024-10-21,2025-10-16,0,AA,0.02770568244252475,0.24980288891011715,Performing
LN000159,HSBC,Individual,17303.649536886627,13646.313443716394,2.9176654153654455,12,2022-08-03,2023-07-29,0,BBB,0.03719556243717434,0.16106272866336335,Performing
LN000160,HSBC,Corporate,19085.93765605167,16027.6908826125,4.623895509659923,60,2024-01-26,2028-12-30,0,A,0.0016747897674623247,0.10527839811289726,Performing
LN000161,HSBC,Corporate,70115.77712251215,53482.04186333527,2.1694542950308486,12,2023-04-06,2024-03-31,0,AA,0.02125824302733967,0.13199090668387023,Performing
LN000162,Citigroup,Corporate,65852.86503499068,48151.43285049054,3.9001792534483566,12,2023-11-28,2024-11-22,0,BB,0.011415880661142548,0.7434919292709972,Performing
LN000163,Barclays,Individual,217597.1394725078,206601.21388213866,3.890564071180113,36,2022-07-11,2025-06-25,0,AAA,0.06649549085983109,0.29505894362910573,Performing
LN000164,HSBC,Corporate,98366.63508646184,79964.3783659852,9.420357104196937,60,2023-07-11,2028-06-14,0,B,0.01036615544602459,0.06210101379193563,Performing
