Trade_ID,Bank,Instrument,Value,Currency,Return,VaR_95
TR000052,Citigroup,Stock,6775.434895311133,CAD,-0.0038877234437473874,111.7946757726337
TR000053,Barclays,Bond,9161.458721120553,EUR,-0.009036570456733594,151.16406889848912
TR000054,Citigroup,Stock,6972.930744951914,USD,-0.0029408636272759965,115.05335729170658
TR000055,Deutsche Bank,Bond,37459.615984105185,EUR,-0.003307068813066255,618.0836637377356
TR000056,HSBC,Stock,42525.65642982752,EUR,0.00404951146264247,701.6733310921541
TR000057,HSBC,Stock,17996.353190904127,EUR,0.015506402129073445,296.9398276499181
TR000058,Deutsche Bank,Stock,119066.05342873745,CAD,0.012660643000583909,1964.5898815741677
TR000059,HSBC,FX,137800.41506238506,GBP,-0.00811593648180085,2273.7068485293535
TR000060,Deutsche Bank,FX,35708.60556019321,GBP,-0.016748517916320975,589.1919917431879
TR000061,Barclays,Stock,9663.97584459659,CAD,0.0001075465665433031,159.45560143584373
TR000062,Barclays,FX,28995.105701868666,EUR,-0.024875320241279097,478.4192440808329
TR000063,Barclays,Stock,55493.85372576007,CAD,-0.005334496165364972,915.6485864750412
TR000064,Barclays,FX,32511.934276618133,EUR,0.003969037147115445,536.4469155641991
TR000065,HSBC,Stock,24991.21351377881,GBP,-0.0027717476001060206,412.35502297735036
TR000066,HSBC,Bond,19651.814744082116,USD,0.01015997682588865,324.2549432773549
TR000067,HSBC,Bond,71512.08397629639,USD,0.0036509231272058747,1179.9493856088905
TR000068,Deutsche Bank,Bond,92570.0177278989,GBP,0.008022157023144459,1527.4052925103317
TR000069,Citigroup,FX,1724.5664460676182,GBP,0.0022221855995862684,28.455346360115698
TR000070,HSBC,Bond,45035.74263564869,USD,-5.331120986149988e-06,743.0897534882034
TR000071,Citigroup,Bond,11982.144193798984,EUR,-0.007829359176421026,197.70537919768324
TR000072,Barclays,Bond,35564.53954280242,GBP,-0.0063611998968236905,586.8149024562399
TR000073,HSBC,Bond,87915.57149383797,GBP,0.0028461839124464573,1450.6069296483263
TR000074,Citigroup,FX,90731.22162788427,EUR,0.0014163738192621341,1497.0651568600904
TR000075,Barclays,FX,17878.11648975461,EUR,-0.0241779463123571,294.98892208095106
TR000076,HSBC,FX,214661.59640788593,EUR,-0.0023505380680712514,3541.9163407301176
TR000077,Citigroup,FX,10805.64155746018,USD,-0.00047376035656633043,178.29308569809297
TR000078,Deutsche Bank,FX,95617.461290151,USD,-0.003026258542798495,1577.6881112874914
TR000079,HSBC,Stock,14365.994975254114,CAD,0.016133901606957463,237.03891709169287
TR000080,Citigroup,Stock,23013.31503575785,USD,-0.0003334697812701284,379.7196980900045
TR000081,Citigroup,Stock,2807.3835634761676,CAD,-0.0035419745481374623,46.321828797356766
TR000082,Deutsche Bank,Stock,5227.503073341929,USD,-0.011623382258678365,86.25380071014183
TR000083,Deutsche Bank,Stock,4226.632696615218,CAD,-0.0025431390081736057,69.7394394941511
TR000084,Barclays,Stock,55190.31192748781,EUR,0.009851745828889636,910.6401468035489
TR000085,HSBC,Bond,7671.024830321525,USD,0.01139554345115977,126.57190970030516
TR000086,Deutsche Bank,FX,8896.335574160528,CAD,0.0030053826399745955,146.78953697364872
TR000087,Deutsche Bank,Bond,48516.142170855615,GBP,0.0010019382593853478,800.5163458191176
TR000088,Citigroup,Bond,5304.2797530231155,EUR,-0.002984120362545205,87.5206159248814
TR000089,Deutsche Bank,Stock,67695.39551963891,GBP,-0.0005138261452125576,1116.974026074042
TR000090,Barclays,Stock,82557.29229097976,USD,0.00817849315210251,1362.195322801166
TR000091,Deutsche Bank,Stock,103209.41220882213,USD,0.005502350718928544,1702.9553014455653
TR000092,Barclays,FX,19653.327811177493,USD,0.004750715764215117,324.2799088844286
TR000093,Deutsche Bank,FX,33946.992185667805,USD,0.012300003796721007,560.1253710635187
TR000094,Deutsche Bank,Stock,23649.709743329204,EUR,0.0017120643514414425,390.2202107649319
TR000095,Deutsche Bank,Stock,5026.0401558985195,USD,-0.01180187876051273,82.92966257232557
TR000096,Citigroup,Stock,7249.2509758854285,GBP,-0.010844939948462265,119.61264110210956
TR000097,Barclays,Bond,189013.111361863,GBP,-0.0017012341042957888,3118.7163374707393
TR000098,Citigroup,Bond,17380.769680022247,CAD,-0.003938788891277493,286.7826997203671
TR000099,Barclays,Stock,9158.06314319632,USD,-0.01480426649443938,151.10804186273927
TR000100,Barclays,Stock,34944.10302981561,GBP,0.0012842250207744498,576.5776999919576
TR000101,Citigroup,Stock,9202.214126024308,CAD,0.019319801522387353,151.83653307940108
TR000102,HSBC,Bond,47186.339448346145,GBP,-0.013430097415216478,778.5746008977113
TR000103,HSBC,FX,14578.147298828895,GBP,0.00918489796789393,240.53943043067676
TR000104,HSBC,Bond,68910.54795219538,CAD,0.0027837559352305082,1137.0240412112237
TR000105,Barclays,Stock,12232.88849737329,EUR,-0.002603671578263879,201.84266020665927
TR000106,HSBC,Bond,10645.130570893269,EUR,-0.003907708154072006,175.64465441973894
TR000107,HSBC,FX,105671.2510469533,CAD,-0.004583003081769166,1743.5756422747295
TR000108,Barclays,Stock,55657.6291415334,GBP,0.028165519838740573,918.350880835301
TR000109,Citigroup,FX,12145.928744878835,GBP,0.01010334241699467,200.40782429050077
TR000110,Deutsche Bank,Stock,19107.36735453212,CAD,0.0023411658863787595,315.27156134978
TR000111,Citigroup,Stock,43845.84332240579,GBP,-0.00261799304258996,723.4564148196955
TR000112,Deutsche Bank,Stock,54480.93671844828,USD,-0.007352957718466328,898.9354558543967
TR000113,Citigroup,Bond,24629.086792566934,EUR,-0.003262586672247723,406.3799320773544
TR000114,Citigroup,Bond,129682.60121945053,USD,0.014558800938088761,2139.762920120934
TR000115,HSBC,FX,41058.48031237688,EUR,-0.01473121104495836,677.4649251542185
TR000116,Citigroup,FX,16365.510117586344,USD,0.002493647754906631,270.0309169401747
TR000117,Citigroup,Bond,32293.826647151844,USD,-0.009501149152857189,532.8481396780054
TR000118,Citigroup,Stock,2850.7407282194367,USD,0.009781734533392417,47.037222015620706
TR000119,Barclays,Stock,9415.823259075645,USD,-0.0006533946115645719,155.36108377474815
TR000120,Citigroup,Stock,19645.419355159178,USD,-0.008250671965455994,324.1494193601264
TR000121,Deutsche Bank,FX,65716.08679867441,EUR,-0.013025269522306076,1084.3154321781278
TR000122,Citigroup,FX,21852.057718322405,USD,0.0059710257857035,360.55895235231964
TR000123,Deutsche Bank,Bond,59512.99042634502,EUR,-0.006378987317023132,981.9643420346929
TR000124,Barclays,Bond,11210.88879359622,USD,-0.0038463052538641714,184.97966509433763
TR000125,Deutsche Bank,Bond,50435.20816540877,EUR,0.008581903189625187,832.1809347292447
TR000126,HSBC,FX,26023.152496596806,EUR,0.004143628061213321,429.3820161938473
TR000127,Barclays,Bond,16683.449364161395,CAD,0.004475204011629714,275.276914508663
TR000128,HSBC,FX,21603.268526814103,USD,0.007667226968556209,356.45393069243266
TR000129,Citigroup,Bond,18745.365206140672,USD,-0.009118049618269152,309.2985259013211
TR000130,Barclays,Stock,6004.949764328837,CAD,-0.004637904614372337,99.0816711114258
TR000131,Citigroup,FX,22529.78835250543,EUR,0.002725538393963803,371.7415078163396
TR000132,Deutsche Bank,Stock,45423.70368418376,GBP,-0.005998379410015813,749.4911107890321
TR000133,Citigroup,Stock,10157.691209375771,USD,-0.0003920867579157019,167.60190495470022
TR000134,Citigroup,Stock,123199.42643560228,CAD,0.013663857569930245,2032.7905361874375
TR000135,Deutsche Bank,Stock,50759.95259492566,CAD,0.009665563365355187,837.5392178162733
TR000136,Barclays,Bond,9430.005518532618,CAD,0.0343641888724582,155.5950910557882
TR000137,Deutsche Bank,Stock,64476.912946082135,CAD,0.007484462864300434,1063.8690636103552
TR000138,Barclays,Stock,17599.663141157245,GBP,0.006971344912958397,290.39444182909455
TR000139,Barclays,Bond,255112.4816268562,USD,-0.01434640384245247,4209.355946843127
TR000140,HSBC,Stock,39871.087949120396,GBP,-0.000945038677806173,657.8729511604865
TR000141,Deutsche Bank,FX,80226.80510246051,CAD,0.01355523235170351,1323.7422841905984
TR000142,Deutsche Bank,Stock,9640.647794316508,EUR,0.009315242644142315,159.07068860622238
TR000143,HSBC,Bond,43297.56340518586,CAD,9.402140755050251e-05,714.4097961855666
TR000144,Barclays,FX,4249.940416218298,EUR,0.015679656256941028,70.12401686760192
TR000145,Citigroup,Stock,21850.72086298575,GBP,-0.0018284656183032606,360.5368942392649
TR000146,Citigroup,Bond,6270.690803157903,USD,0.00749115549373479,103.46639825210539
TR000147,HSBC,Stock,7705.190143594698,USD,-0.014455321382353361,127.13563736931252
TR000148,HSBC,Bond,25783.7954005235,EUR,0.008129876423472673,425.43262410863775
TR000149,Citigroup,Bond,3576.8237333741213,EUR,-0.015470149891333693,59.01759160067299
TR000150,HSBC,Bond,291778.09765506495,EUR,0.008005802329912375,4814.338611308572
TR000151,Deutsche Bank,Bond,9702.273760470953,GBP,-0.0062449525982440305,160.08751704777072
TR000152,Citigroup,FX,115159.27288638926,CAD,0.0011277194713645122,1900.1280026254226
TR000153,Barclays,FX,6633.648783046648,EUR,0.020614678385011832,109.4552049202697
TR000154,Barclays,FX,40830.779059421766,USD,0.010542330730408127,673.7078544804591
TR000155,Deutsche Bank,Stock,37263.08694970237,USD,0.006321310735252684,614.840934670089
TR000156,Deutsche Bank,Stock,340449.0628489706,USD,-0.0016671935827892931,5617.409537008015
TR000157,Deutsche Bank,FX,76431.13286287175,CAD,0.014740722478036237,1261.1136922373837
TR000158,Citigroup,Stock,6306.0882297214075,CAD,0.01882779918871169,104.05045579040322
TR000159,HSBC,Stock,18357.61844860811,CAD,-0.0010786310926675334,302.9007044020338
TR000160,Citigroup,FX,7673.24472276203,CAD,-0.0011857533271332728,126.60853792557349
TR000161,Deutsche Bank,Stock,47930.0054749008,EUR,0.012536637378434176,790.8450903358631
TR000162,Barclays,Stock,59291.244132182306,USD,-0.0017278191050028751,978.305528181008
TR000163,Citigroup,Stock,4144.07210316228,CAD,0.0012358177153930098,68.37718970217762
TR000164,Citigroup,Stock,21553.51967486499,USD,0.003029612891891304,355.63307463527235
TR000165,HSBC,Bond,29961.07317106525,CAD,-0.0005126566682892313,494.3577073225766
TR000166,Barclays,FX,84343.2947241338,CAD,-0.013746317716272854,1391.6643629482076
TR000167,Deutsche Bank,Stock,26546.118121455205,USD,-0.016074979327802705,438.0109490040109
TR000168,Citigroup,FX,17825.395941979124,GBP,-0.0022557426225563336,294.11903304265553
TR000169,Citigroup,Bond,36148.49684826524,EUR,0.021601951670182182,596.4501979963765
TR000170,Deutsche Bank,FX,65324.56563480057,EUR,0.0066938339227395624,1077.8553329742094
TR000171,Barclays,FX,24315.70658216586,CAD,-0.01290805759049641,401.2091586057367
TR000172,HSBC,Bond,62585.95995334026,GBP,-0.0005362326306450622,1032.6683392301143
TR000173,Citigroup,Stock,20701.780272455573,CAD,0.0024840963903914057,341.57937449551696
TR000174,HSBC,Stock,90061.21085076619,CAD,0.01979931286101151,1486.009979037642
TR000175,Deutsche Bank,Stock,22518.109830176756,USD,0.002525169360024,371.5488121979165
TR000176,Citigroup,FX,3522.4612983320035,EUR,0.006882971784525904,58.120611422478056
TR000177,Barclays,Bond,191669.35545865374,USD,-0.004044386045194191,3162.5443650677867
TR000178,HSBC,FX,27820.39272070155,CAD,0.009293234669586382,459.0364798915756
TR000179,Deutsche Bank,Stock,42985.58749788258,USD,8.110143436623885e-05,709.2621937150625
TR000180,HSBC,Bond,31391.616784732694,EUR,0.013939075014041971,517.9616769480895
TR000181,Barclays,Stock,12275.29905629492,EUR,-0.008976515598332206,202.5424344288662
TR000182,Barclays,Stock,20482.47603780263,EUR,0.0030733912271586057,337.9608546237434
TR000183,Citigroup,FX,26323.952760662145,CAD,-0.008752045665176551,434.3452205509253
TR000184,HSBC,FX,13630.243704310054,USD,-0.00774467610759493,224.8990211211159
TR000185,Deutsche Bank,Stock,557.9071577581416,USD,-0.002265804215552467,9.205468103009334
TR000186,Barclays,Stock,5337.189584456288,CAD,0.0060912172614808755,88.06362814352875
TR000187,Barclays,FX,102139.72484058978,CAD,0.0009147061311840686,1685.3054598697313
TR000188,Barclays,FX,27094.920554615008,EUR,0.00580604596147059,447.0661891511476
TR000189,Barclays,Stock,2831.493443785062,EUR,0.00519551192191549,46.719641822453525
TR000190,Barclays,Stock,571.1148797004473,CAD,0.0013494152767182818,9.423395515057381
TR000191,Deutsche Bank,Stock,108593.34174625902,GBP,-0.01731946825007576,1791.7901388132736
TR000192,HSBC,FX,5436.796261296522,USD,-0.00940375539596362,89.70713831139261
TR000193,Deutsche Bank,Stock,5073.9760272908325,USD,0.005245852534550703,83.72060445029874
TR000194,Deutsche Bank,Bond,5006.174842849972,CAD,0.006692607972768151,82.60188490702454
TR000195,Citigroup,FX,15979.875425304845,GBP,0.0005435651014358069,263.6679445175299
TR000196,Citigroup,FX,65203.750066633715,EUR,0.005216510400648564,1075.8618760994561
TR000197,Deutsche Bank,Bond,1966.2796662087176,CAD,-0.00859455258880957,32.443614492443835
TR000198,Citigroup,Bond,4071.3212091316927,EUR,-0.00171789839290042,67.17679995067293
TR000199,Citigroup,Stock,5632.963584536467,CAD,0.013783639410216831,92.94389914485171
TR000200,HSBC,Stock,9463.712379295028,CAD,0.02125229444893357,156.15125425836794
TR000201,Deutsche Bank,Bond,28119.17481215976,EUR,5.5502697567418784e-05,463.966384400636
TR000202,Citigroup,Stock,32360.635213694335,USD,-0.00042761354075675564,533.9504810259565
TR000203,Deutsche Bank,FX,8967.699113876795,EUR,0.0050960651553485885,147.96703537896713
TR000204,HSBC,Bond,25516.480439674448,EUR,-0.018067706995241597,421.02192725462834
TR000205,Deutsche Bank,FX,24391.341964499876,USD,0.0038122877249317263,402.4571424142479
TR000206,Deutsche Bank,Stock,66083.280447674,CAD,0.009176638156919823,1090.3741273866208
TR000207,Deutsche Bank,FX,5313.236637460345,CAD,0.005617954722367843,87.6684045180957
TR000208,Citigroup,Bond,109131.33652091309,USD,0.011185196922008252,1800.6670525950658
TR000209,Citigroup,Bond,34518.018064983065,GBP,0.005912589987482138,569.5472980722205
TR000210,Barclays,Bond,110492.91311530495,EUR,0.002993174510323856,1823.1330664025318
TR000211,Barclays,Bond,15487.761204457782,CAD,0.009185227483384214,255.5480598735534
TR000212,Barclays,FX,10737.399710896809,CAD,-0.0014225830980202137,177.16709522979733
TR000213,Deutsche Bank,FX,114492.10424572305,USD,0.005555619411370892,1889.1197200544302
TR000214,Citigroup,Bond,43298.24163577368,USD,0.015336203344583155,714.4209869902658
TR000215,Barclays,FX,3552.444054167547,GBP,-0.005922550296728419,58.61532689376453
TR000216,Deutsche Bank,Stock,7962.899198548213,USD,-0.0026093715925447664,131.3878367760455
TR000217,Barclays,Bond,50794.53645989109,CAD,-0.006086244157593397,838.1098515882029
TR000218,Barclays,Bond,18978.812311629325,USD,0.00459006010746259,313.1504031418838
TR000219,Citigroup,Bond,36842.762747528934,CAD,-6.5998670514304445e-06,607.9055853342273
TR000220,Citigroup,FX,510039.96539547964,GBP,0.0024455096385829467,8415.659429025412
TR000221,Citigroup,Bond,94094.12282843521,CAD,-0.00046563395553949206,1552.553026669181
TR000222,Citigroup,Bond,15102.197333401415,EUR,0.009333727987313722,249.18625600112333
TR000223,Barclays,Stock,117509.45203781818,GBP,-0.003008526864061198,1938.905958624
TR000224,Barclays,Bond,9548.796973266546,USD,0.015131729658786609,157.555150058898
TR000225,Deutsche Bank,Bond,22614.236327910843,CAD,-0.004936102595042778,373.1348994105289
TR000226,HSBC,FX,6672.644981830854,USD,-0.011580885085130568,110.09864220020908
TR000227,Barclays,Bond,12008.175728766102,EUR,0.002885628667398025,198.13489952464067
TR000228,Barclays,Bond,36697.75515004052,EUR,0.00951027510010236,605.5129599756685
TR000229,Deutsche Bank,Stock,15098.71257689035,EUR,-0.019172581689328567,249.12875751869075
TR000230,Barclays,Stock,49394.832271789695,EUR,0.013210956466106663,815.01473248453
TR000231,HSBC,Stock,152343.59450526937,EUR,0.011509739863602951,2513.6693093369445
TR000232,Barclays,FX,23467.44060824092,EUR,-0.010612073159541826,387.2127700359751
TR000233,Citigroup,Bond,13078.459704185512,GBP,0.008914319380135781,215.79458511906097
TR000234,Deutsche Bank,FX,3623.2065902242966,EUR,-0.004976168289674691,59.78290873870089
TR000235,Barclays,Bond,14067.145588911848,GBP,0.011598404118813585,232.10790221704548
TR000236,Citigroup,Bond,94732.2502829033,GBP,-0.0008222214901701277,1563.0821296679044
TR000237,Barclays,Bond,180995.99181832327,CAD,-0.005303310451315816,2986.4338650023337
TR000238,Citigroup,Bond,11524.402155771708,USD,-0.013699392210907298,190.15263557023317
TR000239,Barclays,Stock,3589.91414180561,GBP,-0.0040943859573047674,59.23358333979257
TR000240,Citigroup,FX,83850.20840883018,CAD,0.01088305458831794,1383.528438745698
TR000241,Deutsche Bank,Stock,4903.254790166992,CAD,-0.00031423327919318916,80.90370403775536
TR000242,Citigroup,Stock,961489.1517569686,GBP,-0.00307691382605032,15864.57100398998
TR000243,Barclays,FX,43076.036220342336,GBP,0.012176226766915432,710.7545976356486
TR000244,HSBC,Stock,116150.62188967149,EUR,0.010754846861109559,1916.4852611795795
TR000245,Barclays,Stock,3990.5987995911814,GBP,0.009495393661968658,65.8448801932545
TR000246,HSBC,Stock,18061.010080787386,EUR,-0.0055645311932521644,298.00666633299187
TR000247,Barclays,Stock,6819.39826809754,CAD,0.008858470661862239,112.5200714236094
TR000248,Deutsche Bank,Stock,33133.51647004548,USD,-0.014972197707766949,546.7030217557503
TR000249,Barclays,Bond,1532.8626571745685,GBP,-0.0015457755786451428,25.29223384338038
TR000250,Deutsche Bank,Bond,1817.5818654648333,CAD,0.007798361023972629,29.99010078016975
TR000251,Citigroup,FX,25454.103806430507,USD,0.01220258421197316,419.9927128061033
TR000252,Citigroup,Bond,10586.790493647595,USD,-0.010054182865081432,174.6820431451853
TR000253,Deutsche Bank,Stock,48424.32453971526,USD,0.01670357057153034,799.0013549053017
TR000254,Deutsche Bank,Bond,38928.62279713361,EUR,-8.122874943468804e-06,642.3222761527046
TR000255,Barclays,Stock,9044.386917016089,EUR,0.004589251157792652,149.23238413076547
TR000256,Barclays,Stock,41450.029104908266,EUR,-0.01587949800335554,683.9254802309863
TR000257,Deutsche Bank,FX,87149.73975142457,USD,-0.010778345913423016,1437.9707058985052
TR000258,Barclays,FX,6927.368461790007,EUR,-0.00021156932904927686,114.30157961953512
TR000259,HSBC,Stock,27701.43118149889,USD,-0.015373223332342121,457.07361449473166
TR000260,Citigroup,Bond,44439.5846428711,USD,-0.008448050212511967,733.2531466073732
TR000261,Citigroup,Stock,52952.63833573555,USD,-0.012049398588975982,873.7185325396365
TR000262,Citigroup,Stock,79478.35456040897,GBP,-0.008529454581858125,1311.3928502467481
TR000263,Deutsche Bank,FX,85458.70922862465,USD,0.013092333435665736,1410.0687022723066
TR000264,Deutsche Bank,Bond,38127.36343678727,GBP,0.005404848310907851,629.1014967069899
TR000265,Barclays,Stock,96903.91227955706,USD,0.014910482999911661,1598.9145526126915
TR000266,Barclays,Bond,55908.661001702276,USD,0.0037652737668106063,922.4929065280875
TR000267,HSBC,Stock,878.2038930652174,USD,0.007467572616769078,14.490364235576086
TR000268,Deutsche Bank,FX,24719.9805759175,EUR,0.0011255984363161228,407.87967950263874
TR000269,Barclays,Stock,12613.742473562606,EUR,-0.013170814240028292,208.126750813783
TR000270,HSBC,Stock,55992.67583131293,GBP,0.006013841947805344,923.8791512166633
TR000271,Citigroup,Stock,5684.399651158444,GBP,-0.013692849764839445,93.79259424411431
TR000272,Deutsche Bank,Stock,10753.96810865641,USD,-0.004212313391751587,177.44047379283074
TR000273,Barclays,Stock,34226.09476696981,CAD,0.004940494501882449,564.7305636550018
TR000274,Citigroup,Stock,5358.949953631972,GBP,0.01711245423028311,88.42267423492754
TR000275,HSBC,Stock,8183.412802861852,CAD,0.011455722307231788,135.02631124722055
TR000276,Citigroup,Bond,62151.27678953482,USD,-0.017858682343091917,1025.4960670273244
TR000277,Barclays,FX,17825.409105498013,EUR,0.012291788475593755,294.11925024071724
TR000278,Barclays,FX,48975.93545411796,USD,-0.009052129158870431,808.1029349929462
TR000279,Citigroup,Bond,28083.855745210272,USD,-0.0024581151374939896,463.38361979596954
TR000280,Deutsche Bank,Stock,34768.22310570562,CAD,-0.0016270582907653313,573.6756812441427
TR000281,Citigroup,Bond,26880.415445798364,GBP,0.005708845293668886,443.52685485567304
TR000282,Deutsche Bank,Stock,16123.226525979437,CAD,0.009400535322867441,266.03323767866067
TR000283,Deutsche Bank,FX,2257.833521394378,EUR,-0.0005388492189668535,37.25425310300723
TR000284,Deutsche Bank,FX,1134.2426265920656,GBP,-0.011574205009929249,18.71500333876908
TR000285,Deutsche Bank,Stock,14070.383494937385,USD,0.0048568874004061196,232.16132766646686
TR000286,Citigroup,Stock,12032.718932215721,USD,0.006026858718520556,198.53986238155937
TR000287,Deutsche Bank,Bond,68565.93523191055,GBP,0.000961595926025877,1131.337931326524
TR000288,Deutsche Bank,FX,156548.1553906718,EUR,0.007895868038544586,2583.0445639460845
TR000289,Deutsche Bank,Stock,15360.369077636704,EUR,-0.004797652128092536,253.4460897810056
TR000290,Deutsche Bank,Stock,14975.341408036758,USD,-0.012426005128368564,247.09313323260648
TR000291,Citigroup,Stock,104007.22411764142,EUR,-0.00437702743260835,1716.1191979410835
TR000292,Deutsche Bank,Stock,32500.820740950036,EUR,0.012169376908385559,536.2635422256756
TR000293,Citigroup,Stock,17437.196747772505,GBP,-0.00266965914105536,287.7137463382463
TR000294,Citigroup,Bond,8864.020782009711,GBP,-0.004847900326878233,146.25634290316023
TR000295,HSBC,Bond,9953.443719792833,EUR,-0.0020982937481735697,164.23182137658173
TR000296,Citigroup,Bond,57780.707238506795,USD,-0.009431031265224437,953.381669435362
TR000297,HSBC,Stock,44146.39968757651,GBP,0.011102761655761613,728.4155948450124
TR000298,Barclays,Stock,10725.308856479045,GBP,-0.012972090523432914,176.96759613190426
TR000299,Citigroup,FX,17101.65576604787,EUR,-0.0047440543721793465,282.17732013978986
TR000300,Citigroup,Stock,4821.019940723238,EUR,0.008458432844573746,79.54682902193342
TR000301,Deutsche Bank,FX,37976.93412717798,USD,0.003242073571467022,626.6194130984367
TR000302,Citigroup,Stock,100187.75786667276,CAD,0.0003717021055092506,1653.0980048001006
TR000303,Deutsche Bank,FX,104613.38439556822,EUR,-0.0021333611559835684,1726.1208425268758
TR000304,HSBC,Stock,103588.55412222247,GBP,0.01487808591022373,1709.2111430166706
TR000305,Deutsche Bank,Bond,122610.0375794048,USD,0.009591011971849688,2023.065620060179
TR000306,Citigroup,Stock,19087.16658526831,EUR,0.0033681987370635536,314.93824865692716
TR000307,Citigroup,Stock,190207.11096927943,EUR,0.011009307952198306,3138.4173309931107
TR000308,HSBC,Stock,11000.943087345015,USD,0.011898604442896024,181.51556094119272
TR000309,Barclays,Bond,61549.76291684446,CAD,0.016628973118977534,1015.5710881279335
TR000310,HSBC,Stock,19562.74755948228,CAD,-0.01131404656512366,322.78533473145757
