Capital_ID,Capital_Amount,Deduction_Amount,Exposure_ID,Exposure_Amount,Risk_Weight,Transaction_ID,Transaction_Amount,AML_Flag,Contract_ID,Rate_Type,Loss_Amount,Risk_Score,Revenue_Amount,Loss_Event_ID,Stress_Scenario_ID
C000020,8716210.520090586,828613.9783116261,E000020,3279932.907332728,122.1378657771689,T000020,617972.3753867869,Pass,CON000020,SOFR,482825.6988115377,91.19953172846962,43489769.75739634,LE000020,S3
C000021,1201829.732308313,179339.97232111555,E000021,674760.2957269761,38.96844083650859,T000021,372308.55623589735,Pass,CON000021,SOFR,9008.667694218486,79.79195842408465,20079625.23327716,LE000021,S3
C000022,9950013.53168094,640014.8150214643,E000022,4612157.819237466,31.04773371371052,T000022,611389.1328547862,Pass,CON000022,SOFR,27881.976655937502,55.16386461107294,64909200.45634012,LE000022,S2
C000023,8212777.848121569,402297.6808105587,E000023,4999710.859954185,149.6633276975029,T000023,635470.626406434,Pass,CON000023,SOFR,422318.32417721493,99.68788945996418,96431297.84233885,LE000023,S1
C000024,2982581.3715077345,817178.7233846168,E000024,2920502.973632259,128.7162292222523,T000024,165855.64362296756,Pass,CON000024,SOFR,280571.5848646187,51.03078163541739,15932916.469123345,LE000024,S2
C000025,288946.89271492173,301494.916290845,E000025,2879898.4099179227,38.6654480547148,T000025,792633.0797574739,Pass,CON000025,SOFR,475502.317907183,60.25386385287496,47028322.07208817,LE000025,S1
C000026,754386.9439582543,9245.738626144861,E000026,3079874.220700373,55.11355052983121,T000026,166218.0110557922,Pass,CON000026,SOFR,282281.6106850077,87.70538163814712,11646655.61093713,LE000026,S3
C000027,646839.5605284341,510870.7234463524,E000027,4977170.193380014,42.56303399415225,T000027,851514.2383374888,Pass,CON000027,SOFR,90807.37831226687,78.14646685424322,26543970.25408917,LE000027,S2
C000028,112929.0397321933,984101.0262242823,E000028,2927148.7655331963,118.13198981295288,T000028,102314.35261421066,Pass,CON000028,SOFR,288218.7090700391,50.49247165963248,6983185.744781811,LE000028,S1
C000029,5602723.782683841,754515.2689347208,E000029,2292673.5496887728,126.64038819258717,T000029,938204.4077809802,Pass,CON000029,SOFR,357143.9447244946,68.98345827794054,98987291.14233367,LE000029,S2
C000030,6214168.488062922,872050.4732520067,E000030,589478.2859066983,108.51178572784332,T000030,292165.7136160598,Pass,CON000030,SOFR,266252.0301338042,59.70978405105706,58128607.412142865,LE000030,S1
C000031,7528887.4930618135,948410.0126436086,E000031,300547.8351128748,102.36015135006957,T000031,385531.0626248027,Pass,CON000031,SOFR,376911.1465214031,75.25238665646896,41578473.1943954,LE000031,S1
C000032,5128382.823303435,906555.2414681866,E000032,2870205.0282674693,130.60538845332354,T000032,638799.6161390394,Pass,CON000032,SOFR,266822.68608167046,93.87094878983558,9247917.647497285,LE000032,S2
C000033,9335728.95912032,615732.0859770932,E000033,986489.0689203003,48.09104683805148,T000033,96672.09498041042,Fail,CON000033,SOFR,281343.49878632877,58.545845637995434,86451041.94032556,LE000033,S3
C000034,7938589.387080115,369537.95791292033,E000034,3525539.770695291,90.22216379227457,T000034,9865.433133463877,Pass,CON000034,SOFR,49323.45779770847,80.86901602101159,80405394.30749775,LE000034,S1
C000035,9173786.112275181,251035.17645254737,E000035,1290716.183746689,65.17863915278636,T000035,219360.55370361113,Pass,CON000035,SOFR,267641.9809946223,75.90125624995584,5186887.687264029,LE000035,S2
C000036,1874059.2372690914,914713.6192914614,E000036,4502671.747791793,136.74243698676707,T000036,225363.32506994088,Pass,CON000036,SOFR,186429.3157040069,73.57245523162706,28611745.823981375,LE000036,S2
C000037,404149.85175301944,447412.68614438444,E000037,4175200.226565145,67.36006383257143,T000037,228127.305905175,Pass,CON000037,SOFR,483254.98940962594,63.37952140432002,30885958.51731002,LE000037,S1
C000038,8975817.672328068,499882.24992629746,E000038,3906164.5022689383,74.90625759852418,T000038,627592.1112154404,Pass,CON000038,SOFR,299514.90972985094,74.18315552932785,4434906.035473181,LE000038,S1
C000039,8205393.372026115,97253.33536242698,E000039,1614044.412280647,68.4664574545161,T000039,535711.549880414,Pass,CON000039,SOFR,420136.72173684364,93.76149833207575,41436519.06218664,LE000039,S1
C000040,7992903.481827261,194178.83995161223,E000040,4410236.8728972515,111.04319029591724,T000040,181073.8153518722,Pass,CON000040,SOFR,112711.1229672515,71.04376824636391,41735424.03122831,LE000040,S1
C000041,9207618.28649728,941500.0878410123,E000041,4672593.698139295,101.70874861062008,T000041,792753.4098838342,Fail,CON000041,SOFR,267580.7731034971,65.69422329601034,67972483.06775373,LE000041,S3
C000042,4964986.691433974,953510.3085270688,E000042,2891557.022762478,135.69970823556173,T000042,294761.46164387744,Fail,CON000042,SOFR,238551.85864612367,68.15246109379702,15243811.126286529,LE000042,S2
C000043,3360828.206344542,224897.98310648635,E000043,890486.0359867346,85.24848163609727,T000043,706221.2951942054,Pass,CON000043,SOFR,291557.0757223477,98.83365921078031,47913943.970585965,LE000043,S3
C000044,4664122.683812888,125457.90717115968,E000044,2340912.5939340442,141.1188695736585,T000044,415123.39757283835,Pass,CON000044,SOFR,470574.8594804849,77.37714333950342,33851038.995967746,LE000044,S2
C000045,7385025.187038721,672775.2334679174,E000045,3118374.180332989,22.510130439340784,T000045,365365.14449690573,Pass,CON000045,SOFR,116491.50146816506,57.20312249007134,45496550.602991715,LE000045,S2
C000046,175320.65044294464,706369.2133791915,E000046,1862434.5977738174,124.93513782570044,T000046,284790.3468826493,Pass,CON000046,SOFR,462466.92728630675,77.56798180698225,44985116.8035875,LE000046,S2
C000047,484555.67430900026,415405.8526460512,E000047,973276.8036192145,30.015864438227837,T000047,942826.5326764871,Pass,CON000047,SOFR,446720.5970586808,99.90038927549793,97190450.16210985,LE000047,S2
C000048,9254753.446130356,396766.15455561026,E000048,2713653.7322764397,92.6570971598333,T000048,616280.3335205478,Pass,CON000048,SOFR,30855.704413889627,94.35151289338398,20124130.15763725,LE000048,S3
C000049,2545195.141553618,889026.9504479418,E000049,2532974.072651889,76.20317119935689,T000049,652075.1034662353,Pass,CON000049,SOFR,287430.50077632116,81.13472211596202,83608705.5113189,LE000049,S3
C000050,5125537.435953592,55087.12628999268,E000050,1334283.6923446106,56.02234863266542,T000050,646923.9180038612,Pass,CON000050,SOFR,50199.979048552224,53.34331250101157,31948306.47401305,LE000050,S2
C000051,4211185.601724181,466093.9210205063,E000051,4351142.574247167,128.06222842425757,T000051,464985.2215619799,Pass,CON000051,SOFR,84108.14606049455,71.61113749533675,92439614.30473174,LE000051,S3
C000052,1787464.9746198747,534956.1029737263,E000052,3695543.1040721238,28.36827907147697,T000052,333208.30640543817,Pass,CON000052,SOFR,175164.64637023726,98.87835132087594,71800968.67132132,LE000052,S3
C000053,2899080.0733506284,798231.2523072782,E000053,1292641.027662732,46.66971690355942,T000053,863191.001870721,Pass,CON000053,SOFR,322680.6772988185,70.8453369777986,85920419.51001273,LE000053,S1
C000054,3094689.558476064,762332.5155190167,E000054,73649.63395974459,112.52976389783831,T000054,21309.30845685131,Pass,CON000054,SOFR,98818.65439976784,52.52798032184183,26653397.82814883,LE000054,S1
C000055,3652281.091864372,67003.54487977356,E000055,1523509.3284516677,77.44255497275827,T000055,511093.2201633536,Pass,CON000055,SOFR,406986.08890509297,74.73233989896507,11225311.69994352,LE000055,S2
C000056,6593563.59242567,475015.15796429303,E000056,1658592.9024951563,73.41828566783997,T000056,307635.59435177234,Pass,CON000056,SOFR,491923.7763859988,91.51715031783323,99755217.94702236,LE000056,S2
C000057,1628391.2689356513,737750.5454106018,E000057,1280046.3565553522,27.412742994406017,T000057,518316.91424246476,Pass,CON000057,SOFR,268979.5266928376,54.097432045165306,34576324.10324417,LE000057,S1
C000058,4218575.839248197,150539.97843345712,E000058,3946960.4255361855,49.503374777092645,T000058,414144.60868891963,Pass,CON000058,SOFR,232416.2621320161,91.00262413155315,36802430.07843873,LE000058,S1
C000059,3614717.860254029,958366.3902892859,E000059,4087338.810633615,93.49274839313405,T000059,350518.1785260548,Pass,CON000059,SOFR,306501.68185933516,54.31431851694411,45399972.56217833,LE000059,S1
C000060,3588886.023339356,899192.1801815283,E000060,489014.5815399382,47.049363787839006,T000060,685028.4765908343,Fail,CON000060,SOFR,237872.96934776052,71.28806706629064,95225763.85129303,LE000060,S3
C000061,6224878.128607453,374020.8884144599,E000061,418885.98253944085,124.18564206074835,T000061,598688.9958901197,Pass,CON000061,SOFR,198884.002633903,59.69300866451323,36175773.51857514,LE000061,S2
C000062,4157508.8227081127,926559.7228742258,E000062,4327837.48202442,72.7249912922744,T000062,815216.1976264325,Pass,CON000062,SOFR,178509.155073037,69.06900410175298,56426257.09268262,LE000062,S1
C000063,8670128.115415942,463868.08291377436,E000063,1088715.6798958436,147.6569622582225,T000063,30055.90422608393,Pass,CON000063,SOFR,145471.07646516565,82.02401572601008,97850693.30980007,LE000063,S1
C000064,9883063.604619779,104449.72194427415,E000064,3275366.3582187644,140.63358136073458,T000064,639963.6020058386,Pass,CON000064,SOFR,265895.1229279224,50.59749063449084,20186009.65892154,LE000064,S2
C000065,6301486.35228816,318407.0831347601,E000065,653755.3934636172,26.81898432947687,T000065,316719.60908038827,Pass,CON000065,SOFR,252045.50330147063,99.21382842618448,44695295.70971579,LE000065,S3
C000066,4639370.640627259,433101.0402470292,E000066,4988246.943726293,78.7896982564523,T000066,533826.5489873156,Pass,CON000066,SOFR,32725.296251548796,86.36138866853838,64235084.51759839,LE000066,S1
C000067,2150972.142285195,762623.5290070167,E000067,3561795.046222254,147.00493197106331,T000067,782308.5125259364,Fail,CON000067,SOFR,212870.59906667282,96.32635109207162,58951144.067351654,LE000067,S3
C000068,1037578.5392363964,156344.36027691068,E000068,2327954.140568751,88.79081015932141,T000068,599310.5354218277,Pass,CON000068,SOFR,368035.51737674495,82.650387959105,72755275.49597934,LE000068,S3
C000069,9097734.686031075,645542.4635399604,E000069,865880.2251064908,58.108380256143796,T000069,207349.86741316013,Pass,CON000069,SOFR,252944.32850322442,85.12636343979301,90457344.55474517,LE000069,S1
C000070,9158557.980986787,995985.9929546718,E000070,2240749.9693616456,92.38887141735884,T000070,51439.92100562698,Fail,CON000070,SOFR,197137.22575410936,91.48395463794583,35790627.86177508,LE000070,S3
C000071,8459767.566807214,208017.93895307984,E000071,959670.5913809403,87.34503239539123,T000071,501252.9841675532,Fail,CON000071,SOFR,193935.49710036724,75.70721192818307,58744152.6272429,LE000071,S1
C000072,165674.21682913633,927837.3708294893,E000072,726776.9728323771,20.909061582792226,T000072,683748.7545580774,Pass,CON000072,SOFR,65853.72675507267,87.77942223989213,39994405.05632896,LE000072,S2
C000073,9578129.983895168,192883.6152364275,E000073,2189336.5170330405,141.1125987663047,T000073,725921.7037264212,Pass,CON000073,SOFR,479094.5544608838,55.76392696457067,2478267.8416197877,LE000073,S1
C000074,3176392.2132571875,373962.22509805823,E000074,2659985.60044562,109.74087481860626,T000074,390953.72617123876,Pass,CON000074,SOFR,385372.6497877865,77.35825385233511,42943729.43340462,LE000074,S1
C000075,5202989.441286913,187357.5004986685,E000075,3942157.354370908,149.57495077863388,T000075,146005.5702520619,Pass,CON000075,SOFR,366223.1243734066,84.23331278952482,6975184.141298418,LE000075,S1
C000076,6463146.332444121,710667.2661646496,E000076,2493378.9176410777,58.97009177495871,T000076,255530.6954368847,Pass,CON000076,SOFR,346738.9175202655,54.86763927782021,5467481.76482344,LE000076,S3
C000077,9954236.79207915,991160.8015714416,E000077,4676496.498854683,100.48544499312354,T000077,935470.9024339457,Pass,CON000077,SOFR,497813.521854569,87.45198103086076,23235486.578413427,LE000077,S3
C000078,1015147.2824543705,578137.9637707471,E000078,2469524.120381962,52.68986954331482,T000078,51837.70489622304,Pass,CON000078,SOFR,193928.8945132363,54.5177019915217,60115274.052874684,LE000078,S1
C000079,7155828.087018882,216976.88570693097,E000079,3134983.126145301,106.48432791480737,T000079,83853.60213813846,Pass,CON000079,SOFR,23694.024779616575,50.72817896178775,15025599.941348849,LE000079,S2
C000080,5358599.140373921,479421.06671640126,E000080,4256154.038869096,73.38780109651566,T000080,597693.1259103493,Pass,CON000080,SOFR,281192.08601967245,75.4323028469734,28019752.48765253,LE000080,S2
C000081,2947866.728444087,953199.1060718816,E000081,3410288.948184664,138.8380617033897,T000081,959995.0025764921,Pass,CON000081,SOFR,387849.8152521142,92.95937483943598,9706281.158232119,LE000081,S1
C000082,9778480.76036958,156543.88018726805,E000082,2605708.9795407946,21.68099366602117,T000082,631888.1357278918,Pass,CON000082,SOFR,94302.68238067358,92.96388545158484,92704126.884051,LE000082,S3
C000083,6553126.842045053,367549.7815547432,E000083,1679174.6398770602,74.4845937827883,T000083,956588.6425690188,Pass,CON000083,SOFR,107207.38430884802,64.90793894275627,84570889.95993206,LE000083,S2
C000084,5677276.275435408,141168.44044110933,E000084,843240.0522466886,58.45573515858447,T000084,21325.238767473384,Pass,CON000084,SOFR,365213.4560137642,91.87597558711423,41883340.41691796,LE000084,S2
C000085,3658858.117465144,539041.5457825628,E000085,1238142.266899044,31.70795753806682,T000085,546639.3408471352,Pass,CON000085,SOFR,42463.211913019324,73.39498843085826,1918630.9378985078,LE000085,S1
C000086,9295935.965893826,490441.29264397715,E000086,272007.915109158,146.2573786015788,T000086,123593.96249194871,Pass,CON000086,SOFR,18201.37602407762,52.057407989140295,31428023.899099715,LE000086,S3
C000087,8717512.153585508,506795.37597341364,E000087,4152725.967813335,20.029609401802645,T000087,637145.1916175281,Pass,CON000087,SOFR,459561.57458051405,74.22268989288138,63129261.22307682,LE000087,S1
C000088,4131615.912573919,297361.114207795,E000088,2496231.3944150563,109.87071461251115,T000088,360591.511499951,Pass,CON000088,SOFR,415451.63741126825,96.99784010685522,77262830.5710062,LE000088,S1
C000089,8996169.45775359,522666.42463420244,E000089,3083136.0437957086,50.586889277782625,T000089,376260.1113370246,Pass,CON000089,SOFR,463259.83853528154,90.93019227430847,30349256.42914931,LE000089,S2
C000090,758749.3185542382,605658.9566887971,E000090,3928753.909900666,59.68591162515222,T000090,279350.67287493957,Pass,CON000090,SOFR,324208.5448517337,68.16156903408233,58912109.19237408,LE000090,S2
C000091,1492017.7936288703,325416.42426430964,E000091,1486279.2755590298,83.25651201247022,T000091,355075.40318430203,Pass,CON000091,SOFR,414614.8629649976,95.62307662988638,10857517.313530631,LE000091,S3
C000092,1877308.5301394293,334170.7933059643,E000092,2867103.4213807555,34.26923596872687,T000092,878211.6353013954,Pass,CON000092,SOFR,90026.58032933048,50.64920593293588,90427964.65446293,LE000092,S3
C000093,4527933.365409835,842090.1122893632,E000093,4146452.685175837,54.546008663338675,T000093,513040.59482220863,Pass,CON000093,SOFR,301331.5706833099,88.66600813119777,38219544.42224417,LE000093,S1
C000094,1219513.5294233528,889844.3063423634,E000094,106627.62031695984,134.62308575103643,T000094,421967.7241987905,Pass,CON000094,SOFR,71364.57540763292,83.341310090022,46732272.261586644,LE000094,S1
C000095,7401448.452935546,668927.3765632169,E000095,134855.13748305792,30.402487488161423,T000095,498143.0513521566,Pass,CON000095,SOFR,334130.443353065,63.84081706631743,68101658.97895238,LE000095,S3
C000096,4855428.47999472,673212.6034598543,E000096,545616.8729468246,131.19482886854416,T000096,970780.387566303,Pass,CON000096,SOFR,220372.2260652151,52.45276851225257,82116107.18094066,LE000096,S3
C000097,6941326.211906031,325191.9683277955,E000097,4799320.834858179,36.97506114549414,T000097,879924.4159549961,Pass,CON000097,SOFR,373192.6220870997,89.57348793303537,94724339.91759929,LE000097,S1
C000098,1341040.6277523772,725427.0433569518,E000098,2873277.1362401783,100.94133938039641,T000098,218838.73738196018,Pass,CON000098,SOFR,440412.84422133036,73.86293703423361,42766309.628356956,LE000098,S2
C000099,4530913.785300484,503745.28538503527,E000099,1074322.9745771317,99.13465142966662,T000099,707644.9130669239,Pass,CON000099,SOFR,22004.01644975597,99.02997242534707,3509137.963114206,LE000099,S3
C000100,7932389.582189401,484982.010606461,E000100,1946710.7087117473,96.59565446052714,T000100,308396.9011711671,Pass,CON000100,SOFR,228831.09627100607,66.577868988824,47660583.83595041,LE000100,S3
C000101,2297148.8107334874,959097.2520166569,E000101,4574550.877189427,45.81281232046972,T000101,542428.6551507089,Pass,CON000101,SOFR,187781.4812339722,52.13447149120054,27184266.801432036,LE000101,S3
C000102,6930216.810271695,857124.9626258975,E000102,2443405.826897899,94.8233846849881,T000102,250521.60083354023,Pass,CON000102,SOFR,24611.16293248611,50.46941392797849,79104335.09425922,LE000102,S1
C000103,1464493.483343322,793582.3177544441,E000103,365332.04545223026,84.79298139463772,T000103,221807.19032681079,Pass,CON000103,SOFR,94438.93934562703,91.1721245852836,21480394.557365663,LE000103,S3
C000104,4768153.354538669,837722.6401803727,E000104,229848.12791258073,66.3924084313955,T000104,6163.914936722044,Pass,CON000104,SOFR,121194.30278932487,95.79841102089381,12060078.903892437,LE000104,S3
C000105,8488739.90599684,870701.8007903927,E000105,1458274.2945155508,86.02582803590775,T000105,664553.6276980425,Pass,CON000105,SOFR,430249.06726352376,84.7635706495632,31043047.12529689,LE000105,S3
C000106,3990092.39237667,658741.076479274,E000106,3545524.425681165,145.4796349621128,T000106,78119.45879255945,Pass,CON000106,SOFR,55257.3382986768,81.16725179425195,30018872.56870434,LE000106,S2
C000107,1463017.9870925252,444354.9492950336,E000107,3420063.5135447197,105.29727210924987,T000107,553074.0761834201,Pass,CON000107,SOFR,240047.41384159823,73.15511787092193,70106619.52179796,LE000107,S3
C000108,4985941.465831822,916251.3718097276,E000108,3428645.393060788,119.10997187197067,T000108,920973.1129587885,Pass,CON000108,SOFR,120283.6386277052,97.85583753336502,79269939.60498865,LE000108,S2
C000109,5551356.873072933,169847.26128551443,E000109,3587281.8664282328,84.90210077922146,T000109,103341.45394133356,Pass,CON000109,SOFR,417053.43413876876,70.40569364439206,39690916.27777645,LE000109,S2
C000110,3271635.0983847165,51135.2219241753,E000110,4205178.927957043,46.57520521197846,T000110,380984.25105905393,Pass,CON000110,SOFR,121605.35759602487,56.53428722650097,94409195.33872256,LE000110,S3
C000111,4421559.769758871,697068.2885609246,E000111,869684.3572758327,94.16536972019007,T000111,750847.4721718095,Pass,CON000111,LIBOR,154876.697842875,74.38775681416887,45911016.03752914,LE000111,S1
C000112,5262776.4862469,354114.8759804823,E000112,4150896.479897368,25.000930780173206,T000112,786602.984562807,Fail,CON000112,SOFR,390032.09460000845,68.7483766453914,32893328.965572625,LE000112,S3
C000113,9599982.375636429,292331.018910306,E000113,2405607.0941439974,129.6941196267191,T000113,647936.6632632193,Pass,CON000113,SOFR,408227.23848218314,78.12327645979187,40507599.85707698,LE000113,S1
C000114,1459708.2365416284,564505.330906166,E000114,4901524.470402326,47.083300418386116,T000114,564802.6772522874,Pass,CON000114,SOFR,100304.83609186292,74.21268933886668,51210661.67242971,LE000114,S1
C000115,6551988.907443572,503149.51674540667,E000115,3221612.146724099,106.48847612081964,T000115,791812.6891131258,Pass,CON000115,SOFR,128960.33758757164,83.1671745817221,70880884.44973841,LE000115,S1
C000116,6604624.74431802,333498.0477332464,E000116,4513735.846596035,73.75828681131392,T000116,280791.3963044566,Pass,CON000116,SOFR,404185.53562883957,65.89198765241899,97847471.25512722,LE000116,S1
C000117,5873330.469076276,33545.79161810367,E000117,2543605.155475716,37.30072048276434,T000117,816327.185648243,Pass,CON000117,SOFR,395902.7577067575,93.65752107558887,92225278.65965119,LE000117,S1
C000118,630781.1622496262,176906.30687765274,E000118,4484894.294230883,106.20609996392966,T000118,241538.49821863137,Pass,CON000118,SOFR,211046.2947282526,63.92938883287212,59146470.2863408,LE000118,S2
C000119,2854173.9268962736,409924.18140846165,E000119,1364024.3390994875,71.09579046918378,T000119,274325.6618566667,Pass,CON000119,SOFR,348555.5137952988,80.31747421887138,83216114.46243887,LE000119,S2
C000120,1512997.485485078,325009.636196972,E000120,3100623.19431911,20.361007526151557,T000120,3833.543140506107,Pass,CON000120,SOFR,72480.24959283245,67.08784268896116,80733547.08333819,LE000120,S2
C000121,5833284.882976271,775854.3172117115,E000121,3424518.4640949387,115.59745248303182,T000121,234850.28528828672,Pass,CON000121,SOFR,323896.4319728879,95.3389456472095,11351705.242286501,LE000121,S3
C000122,6755479.742805089,158341.23171144808,E000122,1383012.3887206037,26.822021038174697,T000122,944314.0877727835,Pass,CON000122,SOFR,31721.701709552184,91.11714823178035,48806816.14357469,LE000122,S2
C000123,7506023.024270509,815500.5044539229,E000123,970994.8176319848,118.92861214343156,T000123,155738.63333683636,Pass,CON000123,LIBOR,52615.679866087565,79.7422355743137,74448340.49641423,LE000123,S3
C000124,1284704.2898711327,670156.6064147811,E000124,76866.7208698951,92.05899340187783,T000124,285664.19333142723,Pass,CON000124,SOFR,114332.55953140892,84.31353374617875,8527089.62574085,LE000124,S3
C000125,1897335.1600476834,507825.2872009952,E000125,1023403.3564176173,65.53878941721632,T000125,177107.74211095696,Pass,CON000125,SOFR,401533.1101333622,92.95532977170384,56576995.75788054,LE000125,S1
C000126,3547899.8448778237,366130.2151629332,E000126,3496215.120716445,115.21293357791058,T000126,798104.5178122998,Pass,CON000126,SOFR,465806.4890527605,85.5851246106786,91151750.99541935,LE000126,S1
C000127,5701265.8983324915,616905.752928411,E000127,1518779.153676077,93.64056113955917,T000127,447403.87200772745,Pass,CON000127,SOFR,143488.49967318744,58.091044232004265,37077406.00760601,LE000127,S2
C000128,3533765.104096642,734472.1370504951,E000128,3118943.91392077,137.2896569496027,T000128,734635.2941581028,Pass,CON000128,SOFR,149269.44987207325,53.57936081454828,52476494.58623727,LE000128,S2
C000129,7868574.656616579,877759.6991548114,E000129,1350901.4126797179,44.75824746867258,T000129,565995.7500403011,Pass,CON000129,SOFR,170714.92092380684,72.96488200124716,89648406.120005,LE000129,S3
C000130,3969395.374072228,517026.5688000638,E000130,654234.362224455,149.5630102825205,T000130,263765.3923180822,Pass,CON000130,SOFR,63732.428319996034,52.72350092169122,71494087.83516201,LE000130,S2
C000131,7321463.51471464,570786.8532931659,E000131,3549087.080890823,136.8242472806357,T000131,262016.4686693106,Pass,CON000131,SOFR,107952.80704532051,61.57529536820365,90962936.91443796,LE000131,S3
C000132,8713286.362110222,647854.8252175371,E000132,4923932.365799106,41.20164057198815,T000132,104688.79619656701,Pass,CON000132,SOFR,94420.9400390359,82.66097658026868,45983130.344093606,LE000132,S3
C000133,9862854.324694877,442741.013285994,E000133,2380468.875747671,85.42930400643598,T000133,239104.8063102938,Pass,CON000133,SOFR,138912.21384198655,93.69204411950089,51588800.681588545,LE000133,S1
C000134,9155395.846605992,152147.96798227902,E000134,4776932.625404979,130.90117139066547,T000134,572079.5904112587,Pass,CON000134,SOFR,214417.43477311192,65.19865170418059,42111181.00122596,LE000134,S3
C000135,9058964.055282721,919304.3270829956,E000135,1164754.8501234106,25.70517285387109,T000135,772904.2441762979,Pass,CON000135,SOFR,270078.35147191293,96.52907339565735,37624120.176790714,LE000135,S1
C000136,829251.8228387014,680970.8672655353,E000136,27035.323485996447,95.15313375592794,T000136,972635.3557358463,Pass,CON000136,SOFR,108464.0503080827,54.48117200671939,50881165.98245915,LE000136,S2
C000137,4380743.172981229,174808.70370906708,E000137,4233398.061861197,53.45248049158602,T000137,204749.30748845718,Pass,CON000137,SOFR,60236.89952340527,74.7650176222001,59723769.8853925,LE000137,S3
C000138,5172646.653386906,790547.4001438692,E000138,4892551.630022076,50.95174370157747,T000138,292479.9396731508,Pass,CON000138,SOFR,17333.982160869455,99.03418219516412,88391271.70997235,LE000138,S1
