Asset_ID,Quantity,Closing_Price,Return_Volatility,Return_Date
M000187,422,952.7353155289137,0.0387582967188476,2024-07-30
M000188,446,607.3147657385005,0.03156695525985953,2024-12-05
M000189,951,571.3266158517914,0.06647735613702033,2025-05-03
M000190,896,953.6351130704429,0.07200649624585594,2024-12-14
M000191,105,825.4993194060604,0.055667449738544116,2024-11-28
M000192,641,853.239056462797,0.03438753387066742,2024-11-27
M000193,118,951.1956965396298,0.016620226525780168,2025-05-24
M000194,518,737.304030176678,0.045004495300424066,2024-09-26
M000195,137,502.06102680580767,0.02534238719891694,2025-02-20
M000196,441,782.1647650595893,0.09335093716451139,2024-08-10
M000197,600,497.2982181785939,0.015018467882751053,2025-04-29
M000198,151,557.9537230714293,0.08391367887807592,2024-07-03
M000199,987,111.46206181829702,0.04882826162883958,2025-06-21
M000200,593,192.1404925658984,0.059534259206734164,2024-12-15
M000201,76,593.1334851070285,0.02114065797080485,2024-08-30
M000202,192,505.8691312508993,0.07704162882870884,2024-07-17
M000203,864,663.9510707298344,0.05825708174203119,2024-11-29
M000204,506,125.33476558061702,0.03776124186665911,2024-10-25
M000205,186,345.75402142320917,0.08274886297120414,2025-04-20
M000206,41,85.3601457980374,0.0340076696711124,2025-02-10
M000207,376,204.80038167643505,0.06241035058273198,2024-11-11
M000208,972,13.981077799734987,0.05436222758159818,2025-06-16
M000209,155,487.4085240639045,0.05410683019240481,2025-02-27
M000210,148,670.3026769599825,0.07033640514872062,2024-12-08
M000211,653,634.982257366917,0.03546832623308276,2024-08-04
M000212,594,733.4224429738722,0.08913737139961544,2024-10-23
M000213,406,765.5802177865221,0.04458413677035991,2024-09-23
M000214,578,362.7689487174307,0.07354987417823441,2024-07-17
M000215,915,518.9992659835159,0.061546825334819144,2024-12-15
M000216,537,200.6589618335049,0.06343512331488818,2024-12-14
M000217,474,940.4626205870808,0.05339834281562474,2025-03-09
M000218,976,551.6477937320349,0.03717590836826838,2024-10-29
M000219,481,970.6298460520493,0.06399324681216643,2025-05-05
M000220,21,881.0551125873374,0.03821991512069399,2024-08-27
M000221,412,772.244808296443,0.053615524967911186,2024-09-15
M000222,526,845.4532398242186,0.08631876505336077,2025-05-10
M000223,238,498.70536126005766,0.06987873548583959,2025-05-21
M000224,363,90.73344628342875,0.0986777942115975,2024-11-16
M000225,842,739.6008962364135,0.014336029352659253,2024-10-14
M000226,401,904.038273976536,0.0841793829087079,2024-08-01
M000227,275,869.740885389442,0.06604052605104284,2024-07-23
M000228,286,712.1242529685379,0.026733002370469675,2025-02-12
M000229,423,62.78847663764665,0.03647905375686073,2024-08-06
M000230,657,280.354623929563,0.03323700151579975,2024-09-12
M000231,213,828.9287894168269,0.025307591488087512,2024-11-14
M000232,237,217.70525699724206,0.08661074340099412,2025-02-11
M000233,272,45.50508462642369,0.025018286776346155,2024-09-20
M000234,694,78.86463846155556,0.045759634078525596,2025-02-28
M000235,680,948.4427983168874,0.08893888446841998,2025-02-12
M000236,217,48.51327682002408,0.053928187658489925,2024-08-25
M000237,889,517.8547843413209,0.011119526830977739,2025-05-28
M000238,242,822.5074968016203,0.09516283249568534,2024-08-07
M000239,98,610.2164406036114,0.014826829897437104,2024-07-14
M000240,967,540.2046761021463,0.04514749422650625,2024-08-04
M000241,762,137.66403205698435,0.0773448383356561,2024-09-01
M000242,75,498.04323628688417,0.09277310663740093,2025-02-20
M000243,626,656.154315728176,0.09111285876027414,2024-09-11
M000244,266,110.15386671988409,0.014071278031765961,2024-08-08
M000245,210,380.3464706386292,0.07903306029099424,2025-01-02
M000246,128,92.49669373275323,0.08962188248639245,2024-09-23
M000247,936,251.1987106061291,0.032889907747285944,2024-11-22
M000248,142,397.27904859862673,0.011880792327599567,2025-05-22
M000249,604,333.63645661042995,0.08565934171384701,2024-08-02
M000250,268,255.3769466222958,0.014539133366991261,2024-11-27
M000251,41,617.8019493981349,0.035802768032906544,2024-07-17
M000252,280,307.94597960805675,0.06409806982308149,2025-02-27
M000253,844,452.5275088272878,0.05708638310772203,2024-08-12
M000254,445,255.74163035234432,0.05200188719962419,2024-10-21
M000255,959,283.7532927874599,0.053081233860915525,2024-12-12
M000256,271,800.821145545366,0.06183743520088267,2025-04-02
M000257,409,589.7356016818856,0.017516888296619522,2024-08-29
M000258,494,262.5240706932369,0.06792720363871979,2024-12-15
M000259,31,981.7287617644381,0.07459663428472867,2025-04-10
M000260,882,769.6311029931502,0.027565409865101434,2024-12-25
M000261,647,909.5980894769637,0.039424162913871574,2025-02-13
M000262,681,481.32346004698314,0.05812797775966718,2024-07-10
M000263,102,744.6241294951125,0.011374737209037046,2025-01-04
M000264,716,514.568394347308,0.05533950674374501,2025-05-07
M000265,106,263.74484913539004,0.02992729561674972,2025-03-11
M000266,499,56.66770844338928,0.09621911226666403,2025-02-24
M000267,568,371.59453553712876,0.0186216608697575,2024-10-09
M000268,605,410.3202458723168,0.04138547713115024,2024-09-01
M000269,958,930.1844527675096,0.05470574995575274,2024-12-08
M000270,421,365.85093958110434,0.017791750396499918,2024-12-06
M000271,646,821.0395613364797,0.0766330229659745,2025-02-25
M000272,695,73.99029024603706,0.015960807650051943,2025-06-02
M000273,918,991.7688260855873,0.06679191659714317,2024-10-10
M000274,649,935.0846400456941,0.058466982773833685,2024-07-08
M000275,814,111.35239796550364,0.025996376913070225,2024-07-15
M000276,324,319.2481085762887,0.03351672180412568,2025-01-15
M000277,761,572.1380119523335,0.0610603187451806,2024-07-19
M000278,814,593.8253150549483,0.08233747800929395,2025-05-07
M000279,85,956.9991025779512,0.011432186397708797,2025-03-30
M000280,823,610.4016202118574,0.061946492253187414,2025-05-03
M000281,892,546.8210894646776,0.05334530316262509,2024-12-17
M000282,881,676.805512388971,0.09476859437802852,2024-11-28
M000283,990,21.312313405789126,0.04923611125302342,2024-10-23
M000284,2,359.60806540711326,0.09192009082837624,2024-10-15
M000285,905,591.1975885975871,0.07757472833538616,2024-11-18
M000286,485,165.7673299882987,0.05410835731937605,2024-09-29
M000287,49,351.0104758396519,0.013747768408802605,2025-02-11
M000288,762,732.2628447888104,0.09161288070343063,2024-07-27
M000289,770,463.1871818403877,0.09445013121764677,2024-09-07
M000290,979,553.9435539805331,0.06728704627885623,2024-08-28
M000291,475,355.32546606034407,0.09311034460391329,2024-07-14
M000292,991,112.14417294419498,0.048088946067562546,2025-03-28
M000293,191,420.1951566082683,0.0697701280227911,2025-03-03
M000294,404,361.21669847950295,0.01527066178524102,2025-02-07
M000295,140,972.0490384174792,0.07913973553833474,2024-08-07
M000296,735,195.30777945554584,0.037465420598266054,2024-11-03
M000297,936,732.4065390058337,0.09328238383964592,2025-01-21
M000298,423,393.9192139649083,0.03521659251162941,2025-05-24
M000299,633,172.86054130509368,0.050810992217252465,2025-02-14
M000300,397,698.2551336364587,0.048734306316904896,2025-04-07
M000301,566,605.0042977612859,0.09508487947124439,2024-12-27
M000302,32,908.3099691303714,0.08177692484984254,2025-02-02
M000303,381,519.3707977373233,0.0317267191746995,2025-04-30
M000304,390,881.4650506556785,0.06623041390231506,2024-10-25
M000305,948,746.4941440529229,0.08013834770488028,2024-09-13
M000306,724,840.0697142673748,0.08016259640213694,2025-04-02
M000307,620,379.2779529230626,0.023339546053421128,2024-07-30
M000308,65,15.047841445940755,0.06752085600130782,2024-09-20
M000309,386,944.5196192599573,0.05162540565394529,2025-01-22
M000310,804,351.3366762828739,0.011206597781671001,2024-11-23
M000311,536,477.94482437812985,0.02621185954559086,2024-07-02
M000312,81,876.9289168568706,0.08300754939232531,2025-04-25
M000313,591,97.4085274509991,0.03359663126867164,2024-07-21
M000314,485,266.434970271246,0.08884436311164907,2025-06-01
M000315,222,445.9614866298511,0.015218342387464941,2024-07-30
M000316,435,552.4816196490262,0.027055236061151268,2024-06-29
M000317,891,606.3692402071488,0.09548056008449544,2024-10-15
M000318,805,48.95121005773977,0.010747020620816403,2025-05-27
M000319,598,590.263865727653,0.08990054301308706,2025-05-05
M000320,129,376.0493870788344,0.033552411579699286,2025-02-04
M000321,764,742.2657796114725,0.07779041780225011,2024-07-25
M000322,766,38.08078825475801,0.024319135290478983,2024-12-05
M000323,539,179.27600115483455,0.02551822060139361,2025-01-10
M000324,666,228.3539358886152,0.08469807873532888,2024-08-03
M000325,556,918.2644520609268,0.034131135619566606,2025-05-29
M000326,532,160.07036010716433,0.0664648316763867,2024-11-20
M000327,170,136.39611577887177,0.02576403614201364,2025-01-02
M000328,696,471.59561788968387,0.07225336669493349,2024-08-28
M000329,145,631.0483897141371,0.014882289570491074,2025-05-12
M000330,882,252.5511452992717,0.054335245064819966,2025-01-25
M000331,654,46.44435433001625,0.03587883573294458,2025-01-03
M000332,67,916.8955329792718,0.026908780154607667,2024-07-30
M000333,561,542.4156619899544,0.012421094160368316,2025-03-27
M000334,561,439.4782773010267,0.031296034395355644,2025-01-08
M000335,7,59.05576933892366,0.058398266918230995,2024-11-20
M000336,797,71.84979179474848,0.04147493618130667,2024-11-30
M000337,256,653.2328889270876,0.05928386106583816,2025-02-08
M000338,694,70.70113975519233,0.08086079640579265,2025-06-07
M000339,903,57.8257537665323,0.08757383689776624,2024-11-10
M000340,173,25.693829840090665,0.03638810154941732,2025-04-03
M000341,957,818.5869262445239,0.03828292483542759,2025-02-05
M000342,688,213.84408445308893,0.07978193036770921,2024-06-29
M000343,518,628.6372959312071,0.08394033938922266,2025-05-11
M000344,288,479.2389877416803,0.058259984824660306,2024-12-12
M000345,112,469.24946353448763,0.08775809382959546,2025-06-18
M000346,208,808.1182591625557,0.011569376554945552,2024-12-22
M000347,268,994.01627921752,0.028533608390020157,2024-11-21
M000348,637,879.2123318487509,0.06807018808883429,2024-08-09
M000349,226,201.95962853713453,0.08942648824829753,2024-08-08
M000350,4,651.9586593090625,0.02720036872389492,2024-08-22
M000351,240,119.75769577127636,0.05714171469013064,2024-09-05
M000352,967,573.5916721470343,0.07741126414536013,2024-09-30
M000353,174,775.2682111766625,0.02100397903452611,2024-11-25
M000354,560,239.56733013801042,0.07279383595838387,2024-07-10
M000355,717,810.0102229613332,0.0710913213025881,2024-07-22
M000356,434,438.09215356176634,0.02751451857106873,2024-12-31
M000357,596,933.6106081376204,0.07617418305210698,2025-05-12
M000358,964,305.61289929560587,0.072290342622962,2025-04-25
M000359,916,510.47755568003976,0.03910784320660829,2024-12-30
M000360,136,825.2359867828002,0.0416145224243943,2025-05-29
M000361,308,524.6208409680022,0.04744518896248867,2025-02-10
M000362,984,189.47491910794224,0.0750187684203148,2024-11-29
M000363,484,114.81577121864105,0.03490613597485818,2025-05-29
M000364,650,233.52626646942602,0.06780464111963333,2025-03-06
M000365,816,76.12235715257361,0.057672982469536845,2024-09-12
M000366,69,505.55955623887485,0.09902070553059616,2024-12-17
M000367,436,302.45691619132066,0.0901915290836263,2024-08-02
M000368,97,447.80280874262536,0.08650391434401258,2025-02-18
M000369,685,560.9421868898165,0.017704776232404906,2024-07-08
M000370,973,545.5999773231022,0.07721714474165715,2024-07-15
M000371,539,615.430450578642,0.04817474278064684,2024-09-13
M000372,696,764.4399876981751,0.08450417026842189,2025-06-12
M000373,195,735.2856536352225,0.09079939117502041,2025-02-26
M000374,972,66.67939194817859,0.019441579474373555,2025-05-02
M000375,6,407.4081160391339,0.07698191734088054,2025-04-24
M000376,860,475.9484900836729,0.0202705209795098,2024-07-26
M000377,846,346.8893276487801,0.021318789658386385,2024-12-10
M000378,911,748.4821814293715,0.011397127446102861,2025-03-11
M000379,278,75.09594100496096,0.093550951747787,2025-06-17
M000380,763,419.0147296540485,0.04273446973261557,2024-12-31
M000381,222,540.4675588423183,0.0281591562580882,2024-09-17
M000382,636,384.3243256231354,0.059288365754974,2024-06-24
M000383,685,204.25989006458343,0.028617558783342913,2024-11-06
M000384,828,176.8400526262492,0.05449688673167391,2025-02-15
M000385,469,131.85071244470237,0.0927685480021084,2024-07-12
M000386,891,371.28495225421784,0.06433180769278309,2024-09-12
M000387,497,864.4909926493899,0.09957471341359027,2024-10-22
M000388,697,638.4793383049104,0.030002733555104112,2024-07-01
M000389,343,838.2413860134087,0.04410942612390784,2024-12-06
M000390,101,27.985397801369853,0.09583613760558667,2025-04-09
M000391,347,768.3657594829702,0.08446603420782062,2024-09-22
M000392,514,103.61614655123068,0.09094626141035789,2024-12-25
M000393,624,783.5046884957636,0.03885735842665118,2024-08-15
M000394,68,255.36217747706368,0.08666948475243315,2024-08-27
M000395,434,74.91451215595175,0.08653145933119134,2025-04-02
M000396,657,331.62709087359224,0.0523680824149082,2024-09-06
M000397,326,887.6804886022226,0.0244430115827204,2025-04-29
M000398,108,259.96209510411626,0.09658276794817543,2024-10-24
M000399,376,140.5430524867643,0.07518012641069942,2024-12-17
M000400,651,657.9023388060194,0.06150032282660822,2024-09-16
M000401,761,420.7224376434083,0.0941263699257684,2024-12-06
M000402,274,704.5438361503383,0.035571539160525883,2024-07-07
M000403,656,796.4816022231464,0.07621326270669161,2025-06-05
M000404,498,690.1644722266486,0.05699259034019298,2025-05-19
M000405,469,233.9489584778066,0.02555225066052983,2025-04-18
M000406,210,694.3948222692997,0.06259088572093563,2024-10-21
M000407,886,391.14661623201476,0.04406939208616392,2024-09-10
M000408,199,65.57074863380022,0.06717286862287655,2024-10-13
M000409,283,197.29779702204843,0.09635990511653882,2025-01-09
M000410,451,288.7396143905349,0.0387667383851502,2024-09-08
M000411,154,811.837046097654,0.07489876175657396,2024-06-23
M000412,707,328.6694037297541,0.07267026369946672,2025-02-13
M000413,823,89.94848482507014,0.014724694310503614,2025-03-17
M000414,940,913.2370018655184,0.02896278309431425,2024-09-25
M000415,321,132.33912350666196,0.039165540069428184,2024-09-21
M000416,351,489.47800380701364,0.01354054780598856,2024-07-13
M000417,309,648.8853098031889,0.06143701706193223,2024-10-31
M000418,400,641.384543668258,0.061916294503484424,2024-09-01
M000419,654,934.3903785146636,0.05397776253502339,2024-10-12
M000420,726,315.9812314268649,0.09261186248558442,2024-12-19
M000421,180,447.8523377891105,0.08038570660926879,2025-01-08
M000422,581,742.1181868967266,0.07165630681305042,2025-06-12
M000423,371,861.5567107777994,0.05083368680009902,2025-02-16
M000424,717,715.634350437703,0.06058706610272496,2024-09-29
M000425,672,539.1408546791614,0.0695685673048696,2025-05-04
M000426,675,676.004497983335,0.02280670151430189,2024-12-13
M000427,342,193.65163212811103,0.09296863392300372,2024-12-29
M000428,931,727.9073536736987,0.036484206640390746,2024-06-25
M000429,99,476.0066608603039,0.040135177692167595,2024-07-21
M000430,441,762.3336871371829,0.07760427740446388,2024-12-09
M000431,458,519.7488567416863,0.0333385115878465,2025-01-15
M000432,913,402.7520733358666,0.07370264105252317,2024-07-01
M000433,888,365.09559632301426,0.027771170605274217,2025-05-21
M000434,935,342.26171503810934,0.018246980259189284,2024-11-28
M000435,301,211.844779304115,0.07553362295484342,2025-02-19
M000436,457,544.9389338300659,0.010642137886355653,2024-12-18
M000437,95,485.6838231655012,0.05669952529578383,2024-07-26
M000438,820,699.865674889307,0.09274593765412321,2024-08-06
M000439,674,27.025245782288685,0.04893362399992046,2024-10-02
M000440,485,389.769312623767,0.07037802566543357,2024-09-12
M000441,440,416.17533695973157,0.01823789717637405,2024-10-12
M000442,916,284.5164414556541,0.0913487446498765,2024-11-25
M000443,126,448.7629309468539,0.025121265091973183,2024-07-26
M000444,328,614.4405382992811,0.036970028700910776,2025-02-16
M000445,170,174.75873532247053,0.07156913450920406,2024-10-24
M000446,995,196.99836811009362,0.061618916144441725,2024-06-25
M000447,679,567.5197098592334,0.08062985857914831,2024-08-16
M000448,160,806.6411144514435,0.09971648194646827,2025-06-10
M000449,798,537.4916909029611,0.011767931554434098,2024-09-23
M000450,40,23.955328979342692,0.04460969960989333,2025-02-08
M000451,928,247.81118160263833,0.051697340626123536,2025-03-30
M000452,757,80.45946513281373,0.018464381782340916,2024-06-25
M000453,890,594.6125422210338,0.042384605562790015,2025-01-01
M000454,816,497.0655846694821,0.09033312466292859,2024-07-10
M000455,966,233.95143956155903,0.031897112753211505,2024-08-14
M000456,812,310.12259928739684,0.08927308543794045,2024-09-07
M000457,860,302.3084906977848,0.04914053822871856,2025-03-25
M000458,931,347.2989966671318,0.013315592536734804,2025-04-26
M000459,269,997.7636583068274,0.05507798868976411,2025-05-05
M000460,211,518.7085047641209,0.052679426755165695,2024-07-17
M000461,770,414.66631692763093,0.05897032828446301,2025-03-16
M000462,247,611.4284882184946,0.03622673769609772,2024-07-23
M000463,550,294.11662305294266,0.03987506577096658,2024-09-05
M000464,43,117.02700433047379,0.04089109965557649,2025-01-16
